SwiftName,name,ra,dec,time,obsid,status,exposure_a,observation_mode,public_date,issue_flag,end_time,_Search_Offset
SWIFTJ1938.1-5108,2MASXJ19380437m5109497     ,19 38 12.5,-51 11 00,2016-07-15 05:11:08,60160716002,archived ,     21830,SCIENCE         , 2016-07-21,         0,2016-07-15 16:11:08,"   1.723 (294.518313,-51.163818)"
SWIFTJ1940.4-3015,IGRJ19405m3016             ,19 40 22.0,-30 13 19,2022-03-13 15:36:09,60160717002,archived ,     31368,SCIENCE         , 2022-03-21,         1,2022-03-14 08:41:09,"   2.936 (295.062992,-30.264242)"
SWIFTJ1942.6-1024,NGC_6814                   ,19 42 37.4,-10 17 25,2016-07-04 17:46:08,60201028002,archived ,    148428,SCIENCE         , 2017-07-15,         1,2016-07-08 06:51:08,"   2.150 (295.669105,-10.323637)"
SWIFTJ1942.6-1024,NGC_6814                   ,19 42 34.9,-10 21 16,2021-10-01 05:46:09,60701012002,archived ,    128219,SCIENCE         , 2022-10-27,         0,2021-10-04 08:51:09,"   2.325 (295.669105,-10.323637)"
SWIFTJ1943.5+2120,SWIFTJ1943536d21p211822d9  ,19 43 56.2,+21 18 23,                   ,60463068,accepted ,    -20000,                ,           ,          ,                   ,"   0.008 (295.984335,21.3063851)"
SWIFTJ1947.3+4447,CXOUJ194719d3p444942       ,19 47 16.0,+44 47 04,2012-11-06 08:16:07,60061292002,archived ,     18214,SCIENCE         , 2015-03-31,         0,2012-11-06 17:41:07,"   2.697 (296.830655,44.8283651)"
SWIFTJ1952.4+0237,3C403                      ,19 52 17.9,+02 31 45,2013-05-25 18:06:07,60061293002,archived ,     20000,SCIENCE         , 2015-03-31,         0,2013-05-26 05:01:07,"    1.448 (298.065828,2.5067148)"
SWIFTJ1959.4+4044,Cyg_A                      ,19 59 43.0,+40 42 54,2013-02-17 11:46:07,60001083002,archived ,     43640,SCIENCE         , 2014-02-06,         0,2013-02-18 10:01:07,"   2.985 (299.868227,40.7339116)"
SWIFTJ1959.4+4044,Cyg_A                      ,19 59 40.6,+40 43 50,2013-03-01 14:36:07,60001083004,archived ,     20713,SCIENCE         , 2014-02-06,         1,2013-03-02 01:56:07,"   2.322 (299.868227,40.7339116)"
SWIFTJ1959.4+4044,Cyg_A                      ,19 59 48.9,+40 43 07,2013-02-17 11:11:07,60001083001,archived ,         0,SLEW            , 2014-02-06,         0,2013-02-17 11:46:07,"   3.989 (299.868227,40.7339116)"
SWIFTJ1959.6+6507,1ES_1959p650               ,19 59 59.9,+65 08 55,                   ,81001634,accepted ,          ,                ,           ,          ,                   ,"     0.003 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,20 00 21.4,+65 06 44,2023-01-28 02:31:09,60802039002,archived ,     49662,SCIENCE         , 2023-08-20,         0,2023-01-29 00:56:09,"     3.148 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,20 00 28.6,+65 06 14,2023-02-03 01:36:09,60802039006,archived ,     25538,SCIENCE         , 2023-08-20,         0,2023-02-03 13:11:09,"     4.037 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,20 00 26.6,+65 07 07,2023-02-09 08:41:09,60802039008,archived ,     23883,SCIENCE         , 2023-08-20,         0,2023-02-09 18:41:09,"     3.336 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,20 00 22.3,+65 06 55,2023-01-31 01:16:09,60802039004,archived ,     23773,SCIENCE         , 2023-08-20,         0,2023-01-31 11:46:09,"     3.098 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,19 59 35.7,+65 10 18,2021-08-07 18:16:09,60701045002,archived ,     21138,SCIENCE         , 2022-08-16,         0,2021-08-08 05:21:09,"     2.897 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES1959p650                ,19 59 49.3,+65 08 59,2014-09-22 02:06:07,60002055004,archived ,     20336,SCIENCE         , 2015-09-17,         0,2014-09-22 11:36:07,"     1.111 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES1959p650                ,19 59 27.7,+65 06 06,2014-09-17 02:36:07,60002055002,archived ,     19610,SCIENCE         , 2015-09-17,         0,2014-09-17 12:36:07,"     4.391 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES1959p650                ,19 59 42.6,+65 06 33,2022-10-31 00:16:09,60801022002,archived ,     17815,SCIENCE         , 2023-05-07,         0,2022-10-31 08:56:09,"     2.977 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,20 00 28.2,+65 07 11,2023-02-09 07:41:09,60802039007,archived ,       263,SCIENCE         , 2023-08-20,         0,2023-02-09 08:41:09,"     3.452 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,20 00 33.6,+65 06 27,2023-01-28 02:01:09,60802039001,archived ,         0,SLEW            , 2023-08-20,         0,2023-01-28 02:31:09,"     4.313 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES_1959p650               ,20 00 30.3,+65 06 38,2023-01-31 00:26:09,60802039003,archived ,         0,SLEW            , 2023-08-20,         0,2023-01-31 01:16:09,"     3.930 (299.9993,65.1485285)"
SWIFTJ1959.6+6507,1ES1959p650                ,19 59 42.7,+65 06 35,2022-10-30 23:41:09,60801022001,archived ,         0,SLEW            , 2023-05-07,         0,2022-10-31 00:16:09,"     2.950 (299.9993,65.1485285)"
SWIFTJ2001.0-1811,2MASXJ20005575m1810274     ,20 00 50.4,-18 11 38,2016-10-25 08:06:08,60061295002,archived ,     21904,SCIENCE         , 2016-11-08,         1,2016-10-25 19:41:08,"    1.732 (300.23239,-18.174274)"
SWIFTJ2006.5+5619,2MASXJ20063331p5620364     ,20 06 27.0,+56 22 03,2014-06-30 22:51:07,60061355002,archived ,     21370,SCIENCE         , 2015-03-31,         0,2014-07-01 10:01:07,"   1.677 (301.638999,56.3435846)"
SWIFTJ2007.0-3433,ESO399m20                  ,20 07 04.0,-34 30 39,2023-04-17 19:26:09,60160725002,archived ,     15042,SCIENCE         , 2023-04-24,         0,2023-04-18 03:21:09,"   2.592 (301.741371,-34.548519)"
SWIFTJ2009.0-6103,NGC6860                    ,20 08 58.7,-61 03 18,2024-03-31 16:36:09,60160726002,archived ,     41697,SCIENCE         , 2024-04-15,         0,2024-04-01 12:36:09,"   3.057 (302.195379,-61.099952)"
SWIFTJ2009.0-6103,NGC6860                    ,20 09 02.7,-61 03 41,2024-03-31 16:16:09,60160726001,archived ,       421,SCIENCE         , 2024-04-15,         0,2024-03-31 16:36:09,"   3.001 (302.195379,-61.099952)"
SWIFTJ2009.6-4851,PKS_2005m489               ,20 09 04.2,-48 51 22,2020-11-28 07:06:09,60601016002,archived ,     64251,SCIENCE         , 2021-12-04,         1,2020-11-29 16:16:09,"   3.785 (302.355826,-48.831577)"
SWIFTJ2010.6-2521,1RXSJ201020d0m252356       ,20 10 19.8,-25 23 59,                   ,60464173,accepted ,    -20000,                ,           ,          ,                   ,"   0.016 (302.582341,-25.399819)"
SWIFTJ2010.7+4801,2MASXJ20101740p4800214     ,20 10 30.7,+47 59 14,2021-02-10 00:41:09,60160728002,archived ,     20442,SCIENCE         , 2021-02-15,         0,2021-02-10 11:51:09,"   2.489 (302.572605,48.0059383)"
SWIFTJ2011.5-1544,PKS2008m159                ,20 11 11.3,-15 47 54,2016-10-28 02:11:08,60160729002,archived ,     20934,SCIENCE         , 2016-11-08,         0,2016-10-28 12:56:08,"   1.625 (302.815474,-15.777862)"
SWIFTJ2015.2+2526,SWIFT_J2015d2p2526         ,20 15 00.0,+25 25 01,2017-05-27 13:16:09,60201032002,archived ,     28131,SCIENCE         , 2018-06-03,         1,2017-05-28 03:31:09,"    2.001 (303.746925,25.383657)"
SWIFTJ2015.2+2526,2MASXJ20145928p2523010     ,20 15 05.3,+25 25 00,2020-04-21 12:51:09,60160731002,archived ,      9374,SCIENCE         , 2020-05-04,         1,2020-04-21 22:26:09,"    2.406 (303.746925,25.383657)"
SWIFTJ2015.9+3715,RX_J2015d6p3711            ,20 15 42.0,+37 09 43,2018-01-11 02:36:09,30460021002,archived ,     59561,SCIENCE         , 2018-01-20,         0,2018-01-12 09:36:09,"    2.928 (303.86989,37.1832977)"
SWIFTJ2015.9+3715,QSOB2013p370               ,20 15 30.6,+37 12 49,2016-05-29 14:51:08,60160732002,archived ,     12670,SCIENCE         , 2016-06-10,         0,2016-05-29 21:16:08,"    1.862 (303.86989,37.1832977)"
SWIFTJ2015.9+3715,CTB_87                     ,20 16 09.2,+37 11 11,                   ,41001002,accepted ,    -60000,                ,           ,          ,                   ,"    8.052 (303.86989,37.1832977)"
SWIFTJ2018.4-5539,2MASXJ20180125m5539312     ,20 18 01.0,-55 37 43,2020-03-09 14:06:09,60061296002,archived ,     27081,SCIENCE         , 2020-03-28,         0,2020-03-10 02:36:09,"    1.809 (304.505414,-55.65875)"
SWIFTJ2018.8+4041,IGRJ20187p4041             ,20 18 41.0,+40 38 48,2013-12-21 12:21:07,60061297002,archived ,     20966,SCIENCE         , 2015-03-31,         0,2013-12-21 23:21:07,"   2.241 (304.661383,40.6833243)"
SWIFTJ2021.9+4400,IGRJ20216p4359             ,20 21 38.4,+43 59 32,2014-10-03 15:46:07,60061298002,archived ,     21100,SCIENCE         , 2015-09-17,         0,2014-10-04 02:41:07,"   2.214 (305.454294,44.0109123)"
SWIFTJ2024.0-0246,1RXSJ202400d8m024527       ,20 24 01.8,-02 45 34,                   ,60464174,accepted ,    -20000,                ,           ,          ,                   ,"   0.086 (306.008863,-2.7590708)"
SWIFTJ2027.1-0220,6dFGSgJ202655d8m021639     ,20 26 47.3,-02 19 04,2021-09-21 05:46:09,60061299002,archived ,     23436,SCIENCE         , 2021-09-27,         0,2021-09-21 18:11:09,"   3.230 (306.732965,-2.2777102)"
SWIFTJ2028.5+2543,NGC6921_MCG04              ,20 28 26.0,+25 46 24,2020-06-20 12:31:09,60662001002,archived ,     24335,SCIENCE         , 2021-12-28,         0,2020-06-21 01:41:09,"   3.064 (307.120373,25.7233823)"
SWIFTJ2028.5+2543,NGC6921_MCG04              ,20 28 33.1,+25 40 31,2020-12-21 13:56:09,60662001006,archived ,     21298,SCIENCE         , 2021-12-28,         0,2020-12-22 02:31:09,"   3.033 (307.120373,25.7233823)"
SWIFTJ2028.5+2543,NGC6921_MCG04              ,20 28 23.3,+25 45 30,2020-07-04 09:56:09,60662001004,archived ,     20754,SCIENCE         , 2021-12-28,         0,2020-07-04 21:01:09,"   2.454 (307.120373,25.7233823)"
SWIFTJ2028.5+2543,IGRJ20286p2544             ,20 28 39.4,+25 45 23,2013-05-18 06:26:07,60061300002,archived ,     19519,SCIENCE         , 2015-03-31,         1,2013-05-18 17:06:07,"   3.080 (307.120373,25.7233823)"
SWIFTJ2029.4-6149,2MASXJ20293125m6149087     ,20 29 31.2,-61 49 08,                   ,60161738,accepted ,    -20000,                ,           ,          ,                   ,"     0.006 (307.380131,-61.8191)"
SWIFTJ2030.2-7532,IRAS20247m7542             ,20 30 20.9,-75 31 00,2019-02-18 14:56:09,60160739002,archived ,     35038,SCIENCE         , 2019-03-04,         0,2019-02-19 02:36:09,"   2.154 (307.673809,-75.545314)"
SWIFTJ2030.2-7532,IRAS20247m7542             ,20 30 21.8,-75 31 09,2019-02-18 14:36:09,60160739001,archived ,       314,SCIENCE         , 2019-03-04,         0,2019-02-18 14:56:09,"   2.001 (307.673809,-75.545314)"
SWIFTJ2033.4+2147,4Cp21d55                   ,20 33 30.8,+21 44 38,2014-12-02 02:31:07,60160740002,archived ,     21531,SCIENCE         , 2015-09-17,         0,2014-12-02 13:31:07,"   1.769 (308.383462,21.7728948)"
SWIFTJ2034.0-0943,SWIFTJ2034d0m0943          ,20 34 01.7,-09 40 36,                   ,60464176,accepted ,    -20000,                ,           ,          ,                   ,"    6.914 (308.58032,-9.7664501)"
SWIFTJ2035.2+2604,2MASXJ20350566p2603301     ,20 35 04.3,+26 04 09,2016-06-02 15:36:08,60160741002,archived ,     12560,SCIENCE         , 2016-06-10,         0,2016-06-02 21:46:08,"   0.727 (308.773539,26.0583266)"
SWIFTJ2035.6-5013,ESO234_G050                ,20 36 11.5,-50 09 35,2021-05-22 11:21:09,60760005002,archived ,     32271,SCIENCE         , 2022-03-15,         1,2021-05-23 04:36:09,"   2.935 (308.991172,-50.192286)"
SWIFTJ2040.2-5126,ESO234mIG063               ,20 40 25.7,-51 23 11,2022-04-15 04:26:09,60160743002,archived ,     20534,SCIENCE         , 2022-04-25,         1,2022-04-15 16:06:09,"   3.019 (310.065782,-51.429687)"
SWIFTJ2040.2-5126,ESO234mIG063               ,20 40 28.1,-51 22 49,2022-04-15 04:01:09,60160743001,archived ,        12,SCIENCE         , 2022-04-25,         0,2022-04-15 04:26:09,"   3.538 (310.065782,-51.429687)"
SWIFTJ2042.3+7507,4C74d26                    ,20 42 37.2,+75 07 24,2014-10-30 23:06:07,60001080006,archived ,     90917,SCIENCE         , 2015-09-17,         0,2014-11-01 09:21:07,"   0.649 (310.655434,75.1340134)"
SWIFTJ2042.3+7507,4C74d26                    ,20 42 12.5,+75 07 48,2014-09-22 11:51:07,60001080004,archived ,     56562,SCIENCE         , 2015-09-17,         0,2014-09-23 17:41:07,"   1.609 (310.655434,75.1340134)"
SWIFTJ2042.3+7507,4C74d26                    ,20 42 44.8,+75 07 07,2014-12-22 06:16:07,60001080008,archived ,     42847,SCIENCE         , 2015-09-17,         0,2014-12-22 19:41:07,"   1.043 (310.655434,75.1340134)"
