SwiftName,name,ra,dec,time,obsid,status,exposure_a,observation_mode,public_date,issue_flag,end_time,_Search_Offset
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 27.1,-45 57 01,2023-08-18 15:56:09,60802002008,processed,     22219,SCIENCE         ,           ,         0,2023-08-19 03:01:09,"   3.676 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 26.2,-45 58 12,2023-09-02 17:21:09,60802002020,processed,     21860,SCIENCE         ,           ,         1,2023-09-03 04:16:09,"   2.552 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 26.5,-45 57 54,2023-08-29 17:01:09,60802002018,processed,     21768,SCIENCE         ,           ,         0,2023-08-30 04:01:09,"   2.840 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 27.4,-45 57 04,2023-08-16 12:41:09,60802002006,processed,     21465,SCIENCE         ,           ,         0,2023-08-16 23:41:09,"   3.656 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 28.9,-45 57 29,2023-08-24 14:56:09,60802002014,processed,     19330,SCIENCE         ,           ,         0,2023-08-25 00:01:09,"   3.422 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 27.1,-45 57 27,2023-08-22 16:26:09,60802002012,processed,     19201,SCIENCE         ,           ,         0,2023-08-23 01:51:09,"   3.285 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 26.1,-45 57 40,2023-08-21 17:56:09,60802002010,processed,     18945,SCIENCE         ,           ,         0,2023-08-22 03:16:09,"   3.019 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 29.5,-45 58 07,2023-09-03 14:16:09,60802002022,processed,      3128,SCIENCE         ,           ,         1,2023-09-04 01:21:09,"   2.973 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 28.2,-45 57 16,2023-08-14 11:46:09,60802002003,processed,       117,SCIENCE         ,           ,         0,2023-08-14 12:36:09,"   3.540 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 31.2,-45 57 45,2023-09-05 12:06:09,60802002023,processed,         0,SLEW            ,           ,         0,2023-09-05 12:51:09,"   3.435 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 34.8,-45 58 15,2023-09-06 12:36:09,60802002025,processed,         0,SLEW            ,           ,         0,2023-09-06 12:56:09,"   3.577 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 31.0,-45 57 54,2023-08-22 15:26:09,60802002011,processed,         0,SLEW            ,           ,         0,2023-08-22 16:26:09,"   3.318 (81.3254586,-46.005628)"
SWIFTJ0525.3-4600,ESO_253_G003               ,05 25 32.4,-45 58 28,2023-09-03 13:56:09,60802002021,processed,         0,SLEW            ,           ,         0,2023-09-03 14:16:09,"   3.103 (81.3254586,-46.005628)"
SWIFTJ0526.2-2118,ESO553mG043                ,05 26 29.8,-21 15 45,2016-08-16 08:11:08,60160236002,archived ,     21506,SCIENCE         , 2016-08-25,         0,2016-08-16 18:56:08,"   1.551 (81.6136329,-21.286577)"
SWIFTJ0528.1-3933,ESO306mIG001               ,05 28 02.5,-39 34 35,                   ,60160237,accepted ,    -20000,                ,           ,          ,                   ,"   0.190 (82.0084974,-39.579099)"
SWIFTJ0530.8+1333,PKS0528p134                ,05 30 54.6,+13 29 29,2019-01-26 01:31:09,60160238002,archived ,     20171,SCIENCE         , 2019-02-11,         0,2019-01-26 12:16:09,"    2.481 (82.7350444,13.532022)"
SWIFTJ0532.9+1343,2MASXJ05325752p1345092     ,05 32 55.7,+13 42 53,2019-01-28 10:01:09,60161239002,archived ,     20830,SCIENCE         , 2019-02-18,         0,2019-01-28 20:41:09,"    2.305 (83.2396389,13.752513)"
SWIFTJ0533.9-1318,MCGm02m15m004              ,05 33 58.7,-13 20 13,2018-11-13 09:11:09,60469003002,archived ,     20413,SCIENCE         , 2019-11-22,         0,2018-11-13 19:56:09,"   2.337 (83.4589902,-13.355151)"
SWIFTJ0535.4+4013,2MASXJ05353211p4011152     ,05 35 32.1,+40 11 16,                   ,60161241,accepted ,    -20000,                ,           ,          ,                   ,"   0.003 (83.8838553,40.1877323)"
SWIFTJ0539.9-2839,PKS_0537m286               ,05 40 02.1,-28 42 11,2020-12-28 23:41:09,80601602002,archived ,     97096,SCIENCE         , 2021-07-20,         0,2020-12-31 07:46:09,"    2.826 (84.976174,-28.665556)"
SWIFTJ0539.9-2839,BZQ_J0539m2839             ,05 40 05.4,-28 38 34,2020-10-24 03:51:09,60601031002,archived ,     23432,SCIENCE         , 2021-11-02,         0,2020-10-24 15:56:09,"    2.789 (84.976174,-28.665556)"
SWIFTJ0543.9-2749,MCGm05m14m012              ,05 43 34.8,-27 36 15,2021-07-30 08:01:09,60160243002,archived ,     12538,SCIENCE         , 2021-08-09,         0,2021-07-30 16:36:09,"    2.858 (85.887329,-27.651423)"
SWIFTJ0544.4-4328,2MASXJ05440009m4325265     ,05 44 00.0,-43 25 26,                   ,60161244,accepted ,    -20000,                ,           ,          ,                   ,"   0.021 (86.0003568,-43.424133)"
SWIFTJ0544.4+5909,2MASXJ05442257p5907361     ,05 44 01.3,+59 06 33,2024-01-29 23:26:09,60061059002,archived ,     21892,SCIENCE         , 2024-02-05,         0,2024-01-30 10:31:09,"   2.926 (86.0940233,59.1266776)"
SWIFTJ0547.3+5042,2MASXJ05471492p5038251     ,05 47 14.9,+50 38 25,                   ,60161246,accepted ,    -20000,                ,           ,          ,                   ,"   0.002 (86.8120871,50.6403706)"
SWIFTJ0548.4-4748,ESO205mIG003NED01          ,05 48 26.2,-47 45 31,                   ,60161247,accepted ,    -20000,                ,           ,          ,                   ,"   0.372 (87.1184332,-47.758755)"
SWIFTJ0550.7-3212A,PKS_0548m322               ,05 50 27.8,-32 15 25,2021-05-20 19:46:09,60601025002,archived ,     50004,SCIENCE         , 2022-06-01,         0,2021-05-21 22:41:09,"   2.839 (87.6690369,-32.271198)"
SWIFTJ0552.2-0727,NGC2110                    ,05 52 15.2,-07 26 57,2012-10-05 05:31:07,60061061002,archived ,     15535,SCIENCE         , 2015-03-31,         0,2012-10-05 14:46:07,"    1.039 (88.0474074,-7.456243)"
SWIFTJ0552.2-0727,NGC2110                    ,05 52 04.1,-07 28 45,2013-02-14 01:51:07,60061061004,archived ,     12017,SCIENCE         , 2015-03-31,         1,2013-02-14 09:26:07,"    2.274 (88.0474074,-7.456243)"
SWIFTJ0552.2-0727,NGC_2110                   ,05 52 11.4,-07 27 22,                   ,61001034,accepted ,    -50000,                ,           ,          ,                   ,"    0.003 (88.0474074,-7.456243)"
SWIFTJ0554.8+4625,MCGp8m11m11                ,05 55 04.1,+46 27 09,2016-08-16 19:26:08,60201027002,archived ,     97921,SCIENCE         , 2017-08-25,         0,2016-08-18 22:36:08,"   1.972 (88.7233595,46.4393815)"
SWIFTJ0554.8+4625,MCGp08m11m011              ,05 54 37.1,+46 24 54,2023-02-03 13:41:09,60802037002,archived ,     43823,SCIENCE         , 2023-08-20,         0,2023-02-04 13:26:09,"   3.201 (88.7233595,46.4393815)"
SWIFTJ0554.8+4625,MCGp8m11m11                ,05 54 40.4,+46 26 37,2021-12-18 16:31:09,90701640002,archived ,     25000,SCIENCE         , 2021-12-27,         0,2021-12-19 06:56:09,"   2.287 (88.7233595,46.4393815)"
SWIFTJ0554.8+4625,MCGp08m11m011              ,05 54 38.4,+46 24 43,2023-02-12 16:21:09,60802037008,archived ,     20983,SCIENCE         , 2023-08-20,         0,2023-02-13 03:16:09,"   3.093 (88.7233595,46.4393815)"
SWIFTJ0554.8+4625,MCGp08m11m011              ,05 54 40.0,+46 24 46,2023-02-09 19:11:09,60802037004,archived ,     20215,SCIENCE         , 2023-08-20,         0,2023-02-10 06:26:09,"   2.831 (88.7233595,46.4393815)"
SWIFTJ0554.8+4625,MCGp08m11m011              ,05 54 41.5,+46 24 55,2023-02-11 08:11:09,60802037006,archived ,     18997,SCIENCE         , 2023-08-20,         1,2023-02-11 17:36:09,"   2.542 (88.7233595,46.4393815)"
SWIFTJ0555.5+3946,B3_0552p398                ,05 55 22.6,+39 48 13,2018-01-08 23:36:09,90401003002,archived ,     28635,SCIENCE         , 2018-01-20,         0,2018-01-09 16:16:09,"   1.683 (88.8783436,39.8136407)"
SWIFTJ0559.8-5028,PKS0558m504                ,05 59 57.1,-50 26 40,2016-11-19 12:51:08,60160254002,archived ,     20984,SCIENCE         , 2016-11-30,         0,2016-11-20 00:16:08,"   1.555 (89.9474604,-50.447783)"
SWIFTJ0600.7+0008,IRAS05581p0006             ,06 00 49.4,+00 05 05,2015-12-12 05:41:08,60160255002,archived ,     21145,SCIENCE         , 2015-12-18,         0,2015-12-12 16:31:08,"    2.632 (90.1671369,0.1051279)"
SWIFTJ0602.2+2829,IRAS05589p2828             ,06 02 04.2,+28 26 40,2020-04-10 03:41:09,60061062002,archived ,     29276,SCIENCE         , 2020-04-17,         0,2020-04-10 19:36:09,"    2.151 (90.5436358,28.472074)"
SWIFTJ0602.5+6518,UGC03386                   ,06 02 37.9,+65 22 16,                   ,60161257,accepted ,    -20000,                ,           ,          ,                   ,"   0.005 (90.6582872,65.3712345)"
SWIFTJ0606.0-2755,2MASXJ06054896m2754398     ,06 05 49.0,-27 54 40,                   ,60160258,accepted ,    -20000,                ,           ,          ,                   ,"   0.002 (91.4540046,-27.911134)"
SWIFTJ0601.9-8636,ESO5_4                     ,06 08 00.0,-86 37 38,2015-11-10 13:16:08,60061063002,archived ,     24698,SCIENCE         , 2015-11-20,         1,2015-11-10 23:11:08,"   2.058 (91.4218863,-86.631625)"
SWIFTJ0601.9-8636,ESO5m4                     ,06 02 25.4,-86 36 46,2021-05-29 22:11:09,60662006002,archived ,     22054,SCIENCE         , 2022-06-01,         0,2021-05-30 07:46:09,"   3.100 (91.4218863,-86.631625)"
SWIFTJ0601.9-8636,ESO5_4                     ,06 09 16.2,-86 38 08,2015-11-10 12:41:08,60061063001,archived ,       348,SCIENCE         , 2015-11-20,         0,2015-11-10 13:16:08,"   3.164 (91.4218863,-86.631625)"
SWIFTJ0601.9-8636,ESO5m4                     ,06 03 01.2,-86 36 49,2021-05-29 21:41:09,60662006001,archived ,       224,SCIENCE         , 2022-06-01,         0,2021-05-29 22:11:09,"   2.594 (91.4218863,-86.631625)"
SWIFTJ0609.5-6245A,2MASXJ06100652m6243125     ,06 10 06.5,-62 43 12,                   ,60161260,accepted ,    -20000,                ,           ,          ,                   ,"   0.006 (92.5272683,-62.720088)"
SWIFTJ0609.5-6245B,2MASXJ06083867m6247168     ,06 08 38.6,-62 47 16,                   ,60161261,accepted ,    -20000,                ,           ,          ,                   ,"   0.009 (92.1613084,-62.787855)"
SWIFTJ0612.2-4645,PMNJ0612m4647              ,06 12 26.6,-46 47 13,                   ,60464045,accepted ,    -20000,                ,           ,          ,                   ,"   0.105 (93.1121548,-46.788457)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 48.6,+71 03 02,2014-09-14 10:51:07,60002048004,archived ,     33482,SCIENCE         , 2015-11-19,         0,2014-09-15 01:21:07,"    1.267 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 48.7,+71 03 14,2014-10-01 12:41:07,60002048006,archived ,     33178,SCIENCE         , 2015-11-19,         0,2014-10-02 02:51:07,"    1.412 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 37.0,+71 03 22,2014-10-23 06:01:07,60002048010,archived ,     30873,SCIENCE         , 2015-12-20,         0,2014-10-23 19:01:07,"    1.112 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 50.2,+71 03 05,2014-09-07 17:26:07,60002048002,archived ,     30015,SCIENCE         , 2015-11-19,         0,2014-09-08 07:51:07,"    1.403 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 27.8,+71 00 28,2015-04-20 15:36:07,60002049010,archived ,     27982,SCIENCE         , 2016-05-07,         0,2015-04-21 02:41:07,"    1.905 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 30.2,+71 01 23,2015-03-23 05:31:07,60002048012,archived ,     26670,SCIENCE         , 2016-04-08,         1,2015-03-23 17:06:07,"    1.001 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 43.4,+71 03 28,2014-10-09 04:36:07,60002048008,archived ,     26490,SCIENCE         , 2015-12-02,         0,2014-10-09 17:26:07,"    1.352 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 29.1,+71 01 07,2015-04-08 08:36:07,60002049006,archived ,     25216,SCIENCE         , 2016-05-07,         0,2015-04-08 19:46:07,"    1.278 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 21.6,+71 00 14,2015-04-13 12:41:07,60002049008,archived ,     24873,SCIENCE         , 2016-05-07,         0,2015-04-13 23:11:07,"    2.342 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 22.2,+71 00 49,2015-04-05 01:31:07,60002049004,archived ,     24701,SCIENCE         , 2016-05-07,         0,2015-04-05 13:11:07,"    1.836 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 16.8,+71 01 02,2015-03-19 12:46:07,60002049002,archived ,     23189,SCIENCE         , 2016-05-07,         0,2015-03-20 00:01:07,"    1.999 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 28.3,+71 00 03,2015-04-20 15:11:07,60002049009,archived ,       499,SCIENCE         , 2016-05-07,         0,2015-04-20 15:36:07,"    2.290 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 49.8,+71 03 09,2014-09-14 10:11:07,60002048003,archived ,       127,SCIENCE         , 2015-11-19,         0,2014-09-14 10:51:07,"    1.409 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 16 01.2,+71 03 38,2014-09-07 17:01:07,60002048001,archived ,        50,SCIENCE         , 2015-11-19,         0,2014-09-07 17:26:07,"    2.448 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 23.3,+70 59 50,2015-03-23 04:36:07,60002048011,archived ,        11,SCIENCE         , 2016-04-08,         0,2015-03-23 05:31:07,"    2.633 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,Mrk3                       ,06 15 23.5,+71 01 18,2015-04-13 11:56:07,60002049007,archived ,         0,SLEW            , 2016-05-07,         0,2015-04-13 12:41:07,"    1.403 (93.901482,71.0374823)"
SWIFTJ0623.3-6438,2MASXJ06230765m6436211     ,06 23 16.4,-64 34 42,2017-09-14 20:41:09,60160263002,archived ,     41834,SCIENCE         , 2017-09-29,         1,2017-09-15 13:56:09,"   1.899 (95.7820766,-64.605747)"
SWIFTJ0623.3-6438,2MASXJ06230765m6436211     ,06 23 14.6,-64 35 25,2017-09-14 20:16:09,60160263001,archived ,        70,SCIENCE         , 2017-09-29,         0,2017-09-14 20:41:09,"   1.179 (95.7820766,-64.605747)"
SWIFTJ0623.8+6445,NVSSJ062335p644538         ,06 23 31.4,+64 47 46,2018-11-11 15:11:09,60376012002,archived ,     48752,SCIENCE         , 2018-12-03,         0,2018-11-12 15:06:09,"   2.187 (95.8963462,64.7601502)"
SWIFTJ0623.9-6058,ESO121_IG028               ,06 23 41.1,-60 56 13,2014-08-08 02:56:07,60061065002,archived ,     22049,SCIENCE         , 2015-09-17,         0,2014-08-08 12:16:07,"   2.579 (95.9398061,-60.979009)"
SWIFTJ0623.8-3215,ESO426_G002                ,06 23 51.9,-32 11 23,2019-10-09 10:16:09,60561040002,archived ,     52462,SCIENCE         , 2020-10-25,         0,2019-10-10 15:41:09,"    1.984 (95.943403,-32.216489)"
SWIFTJ0626.6+0729,2MASXJ06262702p0727287     ,06 26 34.4,+07 26 11,2019-01-03 20:26:09,60161267002,archived ,     18357,SCIENCE         , 2019-01-11,         0,2019-01-04 08:46:09,"    2.232 (96.6125745,7.4579986)"
SWIFTJ0626.6-3702,6dFJ0626586m370559         ,06 26 57.8,-37 08 18,2024-02-13 09:56:09,60160268002,archived ,     22055,SCIENCE         , 2024-02-19,         0,2024-02-13 20:56:09,"   2.328 (96.7441432,-37.099596)"
SWIFTJ0630.7+6342,UGC3478                    ,06 32 27.2,+63 42 11,2020-12-21 01:41:09,60061068002,archived ,     21680,SCIENCE         , 2020-12-28,         0,2020-12-21 13:21:09,"   2.829 (98.1965553,63.6737054)"
SWIFTJ0632.8+6343,2MASXJ06302561p6340411     ,06 30 24.2,+63 39 54,2012-11-08 07:41:07,60061067002,archived ,     16978,SCIENCE         , 2015-03-31,         0,2012-11-08 16:16:07,"   0.796 (97.6064767,63.6781298)"
SWIFTJ0634.7-7445,1RXSJ063401d1m744629       ,06 34 01.1,-74 46 29,                   ,60464049,accepted ,    -20000,                ,           ,          ,                   ,"   0.221 (98.5148433,-74.777127)"
SWIFTJ0635.8-7514,PKS0637m752                ,06 36 07.9,-75 16 45,2015-12-06 02:51:08,60160272002,archived ,     15202,SCIENCE         , 2015-12-09,         0,2015-12-06 10:01:08,"    1.438 (98.9438314,-75.27132)"
SWIFTJ0640.4-2554,ESO490mIG026               ,06 40 11.7,-25 53 43,                   ,60160273,accepted ,    -20000,                ,           ,          ,                   ,"   0.001 (100.048706,-25.895283)"
SWIFTJ0640.0-4737,SWIFTJ064013d50m474132d9   ,06 40 13.6,-47 41 33,                   ,60464052,accepted ,    -20000,                ,           ,          ,                   ,"   0.031 (100.056201,-47.692985)"
SWIFTJ0640.1-4328,2MASXJ06403799m4321211     ,06 40 41.2,-43 22 46,2014-01-21 00:51:07,60061070002,archived ,     22037,SCIENCE         , 2015-03-31,         0,2014-01-21 13:26:07,"   1.532 (100.158416,-43.355711)"
SWIFTJ0641.3+3257,2MASXJ06411806p3249313     ,06 41 08.6,+32 49 40,2018-12-31 21:36:09,60061071002,archived ,     18328,SCIENCE         , 2019-01-11,         0,2019-01-01 09:56:09,"    1.985 (100.32509,32.8254925)"
SWIFTJ0645.9+5303,UGC3533                    ,06 46 12.0,+53 03 34,2023-02-15 05:31:09,60160276002,archived ,     22243,SCIENCE         , 2023-02-27,         1,2023-02-15 16:36:09,"   2.401 (101.610847,53.0755464)"
SWIFTJ0651.9+7426,Mkn_6                      ,06 51 50.3,+74 23 27,2015-04-21 02:51:07,60102044002,archived ,     62472,SCIENCE         , 2016-11-21,         1,2015-04-22 01:41:07,"   2.629 (103.051357,74.4269881)"
SWIFTJ0651.9+7426,Mkn_6                      ,06 52 08.7,+74 26 51,2015-11-09 02:46:08,60102044004,archived ,     43816,SCIENCE         , 2016-11-21,         1,2015-11-09 23:36:08,"   1.255 (103.051357,74.4269881)"
SWIFTJ0651.9+7426,Mkn_6                      ,06 51 43.8,+74 23 23,2015-04-21 02:41:07,60102044001,archived ,       302,SCIENCE         , 2016-11-21,         0,2015-04-21 02:51:07,"   2.939 (103.051357,74.4269881)"
SWIFTJ0654.6+0700,1WGAJ0654d5p0703           ,06 54 33.9,+07 03 12,                   ,60464053,accepted ,    -20000,                ,           ,          ,                   ,"    0.168 (103.642446,7.0558123)"
SWIFTJ0655.8+3957,UGC03601                   ,06 55 39.1,+39 59 05,2019-01-06 01:41:09,60160278002,archived ,     19674,SCIENCE         , 2019-01-11,         0,2019-01-06 13:26:09,"    2.205 (103.956358,40.000323)"
SWIFTJ0656.4-4921,LEDA_478026                ,06 56 17.0,-49 21 54,2020-02-23 07:41:09,60561041002,archived ,     55544,SCIENCE         , 2021-03-10,         0,2020-02-24 10:56:09,"   2.227 (104.049733,-49.330559)"
SWIFTJ0659.3+2406,2MASXJ06591070p2401400     ,06 59 10.7,+24 01 40,                   ,60161281,accepted ,    -20000,                ,           ,          ,                   ,"   0.003 (104.794481,24.0278423)"
SWIFTJ0701.3-3235,2MASXJ07011026m3234534     ,07 00 55.9,-32 35 40,2022-04-25 21:01:09,60161282002,archived ,     23372,SCIENCE         , 2022-04-28,         0,2022-04-26 08:56:09,"   3.118 (105.292606,-32.581379)"
SWIFTJ0707.1+6433,VIIZw118                   ,07 06 54.1,+64 34 30,2022-04-04 19:31:09,60160283002,archived ,     23877,SCIENCE         , 2022-04-11,         0,2022-04-05 06:46:09,"   2.518 (106.804549,64.5997172)"
SWIFTJ0709.0-4642,2MASXJ07084326m4642494     ,07 08 35.4,-46 40 32,2015-07-18 17:46:08,60160284002,archived ,     25676,SCIENCE         , 2015-07-27,         1,2015-07-19 05:56:08,"    2.652 (107.180242,-46.71363)"
SWIFTJ0709.3-1527,PKS0706m15                 ,07 09 12.3,-15 27 00,                   ,60463016,accepted ,    -20000,                ,           ,          ,                   ,"   0.085 (107.302151,-15.450997)"
SWIFTJ0709.4-3559,PKS0707m35                 ,07 09 23.9,-36 00 57,2016-11-24 23:36:08,60160285002,archived ,     18991,SCIENCE         , 2016-12-07,         1,2016-11-25 08:56:08,"    2.030 (107.308761,-36.02276)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 15.0,+59 07 00,2024-04-02 10:26:09,91001607002,archived ,     35396,SCIENCE         , 2024-04-15,         0,2024-04-03 04:06:09,"   2.356 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 43.6,+59 08 49,2015-09-01 12:11:08,60101037004,archived ,     26475,SCIENCE         , 2016-09-14,         0,2015-09-02 01:31:08,"   1.797 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 10.6,+59 06 50,2024-04-14 05:41:09,91001607004,archived ,     22987,SCIENCE         , 2024-04-22,         0,2024-04-14 16:06:09,"   2.915 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 40.2,+59 08 32,2015-09-02 05:51:08,60101037006,archived ,      4641,SCIENCE         , 2016-09-14,         0,2015-09-02 07:56:08,"   1.319 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 38.4,+59 08 28,2015-09-01 05:51:08,60101037002,archived ,      3920,SCIENCE         , 2016-09-14,         0,2015-09-01 07:46:08,"   1.073 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 48.5,+59 09 00,2015-09-01 05:16:08,60101037001,archived ,       558,SCIENCE         , 2016-09-14,         0,2015-09-01 05:51:08,"   2.456 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 47.4,+59 08 55,2015-09-01 11:36:08,60101037003,archived ,       557,SCIENCE         , 2016-09-14,         0,2015-09-01 12:11:08,"   2.304 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 13.6,+59 06 31,2024-04-14 04:56:09,91001607003,archived ,       519,SCIENCE         , 2024-04-22,         0,2024-04-14 05:41:09,"   2.790 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 43.4,+59 08 38,2015-09-02 05:21:08,60101037005,archived ,       282,SCIENCE         , 2016-09-14,         0,2015-09-02 05:51:08,"   1.738 (107.625273,59.1389942)"
SWIFTJ0710.3+5908,RGB_J0710p591              ,07 10 07.4,+59 06 14,2024-04-02 09:51:09,91001607001,archived ,        63,SCIENCE         , 2024-04-15,         0,2024-04-02 10:26:09,"   3.597 (107.625273,59.1389942)"
SWIFTJ0714.2+3518,MCGp06_16_028              ,07 13 55.0,+35 15 03,2020-04-17 06:26:09,60061072004,archived ,     31360,SCIENCE         , 2020-04-27,         0,2020-04-17 22:21:09,"    2.488 (108.516037,35.279275)"
SWIFTJ0714.2+3518,MCGp06m16m028              ,07 14 11.2,+35 18 49,2021-11-08 18:36:09,60702053004,archived ,     29770,SCIENCE         , 2023-03-07,         0,2021-11-09 11:56:09,"    2.547 (108.516037,35.279275)"
SWIFTJ0714.2+3518,MCGp06m16m028              ,07 13 53.3,+35 15 33,2022-03-01 11:26:09,60702053006,archived ,     26822,SCIENCE         , 2023-03-07,         0,2022-03-02 01:41:09,"    2.472 (108.516037,35.279275)"
SWIFTJ0714.2+3518,MCGp06m16m028              ,07 14 19.6,+35 18 35,2021-10-22 20:56:09,60702053002,archived ,     23923,SCIENCE         , 2023-03-07,         0,2021-10-23 09:46:09,"    3.702 (108.516037,35.279275)"
SWIFTJ0714.2+3518,MCGp06_16_028              ,07 14 10.9,+35 18 40,2013-12-03 07:06:07,60061072002,archived ,     23553,SCIENCE         , 2015-03-31,         0,2013-12-03 19:41:07,"    2.395 (108.516037,35.279275)"
SWIFTJ0714.3+4541,Mrk376                     ,07 14 07.9,+45 41 05,2015-04-07 19:46:07,60160288002,archived ,     24174,SCIENCE         , 2015-04-13,         0,2015-04-08 08:16:07,"   1.505 (108.562843,45.6988517)"
SWIFTJ0718.1+4403,RXJ0718d0p4405             ,07 18 00.6,+44 05 27,                   ,60160289,accepted ,    -20000,                ,           ,          ,                   ,"   0.005 (109.502507,44.0908778)"
SWIFTJ0725.7-0055,PKS0723m008                ,07 25 50.6,-00 54 56,                   ,60160290,accepted ,    -20000,                ,           ,          ,                   ,"    0.007 (111.460984,-0.915716)"
SWIFTJ0725.8+3000,CGCG147m020                ,07 25 37.4,+29 57 15,                   ,60160291,accepted ,    -20000,                ,           ,          ,                   ,"   0.023 (111.405258,29.9541631)"
SWIFTJ0726.6-3552,LEDA96373                  ,07 26 21.7,-35 51 30,2014-07-31 20:46:07,60061073002,archived ,     22020,SCIENCE         , 2015-03-31,         0,2014-08-01 07:16:07,"   3.015 (111.609736,-35.906073)"
SWIFTJ0726.6-3552,LEDA96373                  ,07 26 21.9,-35 51 26,2014-07-31 19:56:07,60061073001,archived ,        72,SCIENCE         , 2015-03-31,         0,2014-07-31 20:46:07,"   3.065 (111.609736,-35.906073)"
SWIFTJ0726.5+3659,2MASXJ07263532p3700028     ,07 26 35.3,+37 00 03,                   ,60160293,accepted ,    -20000,                ,           ,          ,                   ,"   0.003 (111.647254,37.0007681)"
SWIFTJ0727.4-2408,1RXSJ072720d8m240629       ,07 27 34.8,-24 06 14,                   ,60160294,accepted ,    -20000,                ,           ,          ,                   ,"   3.158 (111.837717,-24.108984)"
SWIFTJ0733.2+4558,1RXSJ073308d7p455511       ,07 33 05.1,+45 56 27,2015-12-26 13:01:08,60260007002,archived ,     22562,SCIENCE         , 2015-12-30,         1,2015-12-27 00:31:08,"    1.524 (113.28835,45.9184102)"
SWIFTJ0733.9+5156,2MASXJ07332681p5153560     ,07 33 26.8,+51 53 56,                   ,60161296,accepted ,    -20000,                ,           ,          ,                   ,"    0.003 (113.36163,51.8988706)"
SWIFTJ0736.9+5846,Mrk9                       ,07 36 59.7,+58 46 42,2013-10-29 08:26:07,60061326002,archived ,     23309,SCIENCE         , 2015-03-31,         0,2013-10-29 19:36:07,"      0.581 (114.2376,58.770414)"
SWIFTJ0739.7-3142,2MASXJ07394469m3143024     ,07 39 36.7,-31 43 18,2014-04-20 22:41:07,60061351002,archived ,     23950,SCIENCE         , 2015-03-31,         0,2014-04-21 10:51:07,"    1.704 (114.936103,-31.71737)"
SWIFTJ0741.4-5447,2MASXJ07410919m5447461     ,07 41 01.1,-54 47 00,2016-06-21 03:26:08,60161299002,archived ,     26989,SCIENCE         , 2016-07-06,         0,2016-06-21 16:16:08,"   1.402 (115.288365,-54.796045)"
