SwiftName,name,ra,dec,time,stop_time,obsid,exposure,public_date,_Search_Offset
SWIFTJ1322.2-1641,SWIFT J1322.2-1641    ,13 22 19.66,-16 47 08.9,2009-07-01 23:22:19,2009-07-02 23:57:19,704022010,41348.7, 2010-07-16,"  3.629 (200.601925,-16.728445)"
SWIFTJ1325.4-4301,Cen A                 ,13 25 28.68,-43 01 03.7,2005-08-19 03:39:19,2005-08-20 09:50:08,100005010,64675.9, 2005-12-01,"   0.214 (201.365094,-43.01922)"
SWIFTJ1325.4-4301,CENTAURUS_A           ,13 25 21.86,-43 04 19.2,2009-07-20 08:55:29,2009-07-21 18:26:24,704018010,62432.8, 2010-08-07,"   3.337 (201.365094,-43.01922)"
SWIFTJ1325.4-4301,CENTAURUS_A           ,13 25 18.74,-43 03 53.6,2009-08-14 09:06:56,2009-08-16 02:31:24,704018030,55944.2, 2010-08-26,"   3.185 (201.365094,-43.01922)"
SWIFTJ1325.4-4301,CENTAURUS_A           ,13 25 19.73,-43 04 07.7,2009-08-05 07:23:27,2009-08-06 16:52:14,704018020,51278.7, 2010-08-22,"   3.306 (201.365094,-43.01922)"
SWIFTJ1325.4-4301,CENTAURUS A           ,13 25 28.78,-43 01 09.8,2013-08-15 04:22:42,2013-08-15 10:14:09,708036010,10675.1, 2014-10-24,"   0.211 (201.365094,-43.01922)"
SWIFTJ1325.4-4301,CENTAURUS A           ,13 25 12.79,-43 00 05.0,2014-01-06 11:18:21,2014-01-06 15:52:24,708036020,7365.2, 2015-03-05,"   2.914 (201.365094,-43.01922)"
SWIFTJ1335.8-3416,MCG-6-30-15           ,13 35 52.94,-34 17 40.6,2006-01-09 23:22:19,2006-01-14 03:20:12,700007010,143196.5, 2007-05-27,"  0.181 (203.974045,-34.295617)"
SWIFTJ1335.8-3416,MCG-6-30-15           ,13 35 53.21,-34 17 51.4,2006-01-23 12:09:04,2006-01-26 02:00:20,700007020,98483.4, 2007-05-27,"  0.166 (203.974045,-34.295617)"
SWIFTJ1335.8-3416,MCG-6-30-15           ,13 35 53.11,-34 17 52.1,2006-01-27 22:16:43,2006-01-30 08:50:19,700007030,96691.9, 2007-05-27,"  0.189 (203.974045,-34.295617)"
SWIFTJ1335.8-3416,MCG-6-30-15           ,13 35 55.08,-34 17 30.8,2005-08-17 16:09:53,2005-08-19 03:30:06,100004010,46698.7, 2007-05-27,"  0.351 (203.974045,-34.295617)"
SWIFTJ1338.2+0433,NGC 5252              ,13 38 15.91,+04 32 53.2,2012-12-26 21:06:27,2012-12-28 02:17:12,707028010,50270.1, 2014-01-30,"   0.326 (204.566148,4.5426605)"
SWIFTJ1341.9+3537,NGC 5273              ,13 42 08.40,+35 38 40.6,2013-07-16 04:37:55,2013-07-18 01:18:13,708001010,81770.9, 2014-08-21,"    0.582 (205.53491,35.654301)"
SWIFTJ1347.4-6033,4U 1344-60            ,13 47 35.18,-60 37 08.4,2011-01-11 19:01:05,2011-01-14 11:24:11,705058010,93877.3, 2012-02-18,"  0.126 (206.900028,-60.617743)"
SWIFTJ1349.3-3018,IC 4329A              ,13 49 19.94,-30 18 34.6,2012-08-13 02:13:09,2012-08-15 15:25:17,707025010,117593.8, 2013-09-05,"  0.148 (207.330253,-30.309494)"
SWIFTJ1349.3-3018,IC4329A               ,13 49 19.90,-30 18 35.6,2007-08-06 00:41:45,2007-08-06 21:05:13,702113020,30623.3, 2008-09-21,"  0.139 (207.330253,-30.309494)"
SWIFTJ1349.3-3018,IC4329A               ,13 49 19.66,-30 18 41.8,2007-08-11 11:00:23,2007-08-12 05:06:24,702113030,26895.9, 2008-09-21,"  0.152 (207.330253,-30.309494)"
SWIFTJ1349.3-3018,IC4329A               ,13 49 19.66,-30 18 38.5,2007-08-01 05:28:20,2007-08-02 01:00:24,702113010,25453.4, 2008-09-01,"  0.112 (207.330253,-30.309494)"
SWIFTJ1349.3-3018,IC4329A               ,13 49 19.61,-30 18 30.2,2007-08-16 11:48:47,2007-08-17 03:52:14,702113040,24219.4, 2008-09-21,"  0.100 (207.330253,-30.309494)"
SWIFTJ1349.3-3018,IC4329A               ,13 49 19.70,-30 18 35.3,2007-08-20 23:26:16,2007-08-21 13:20:24,702113050,24026.2, 2008-09-21,"  0.097 (207.330253,-30.309494)"
SWIFTJ1352.8+6917,MKN 279               ,13 52 54.07,+69 18 07.6,2009-05-14 06:19:04,2009-05-17 16:00:14,704031010,160351.4, 2010-05-29,"   0.904 (208.264319,69.308181)"
SWIFTJ1412.9-6522,CIRCINUS GALAXY       ,14 13 11.30,-65 20 01.0,2006-07-21 12:29:57,2006-07-23 01:08:24,701036010,108021.7, 2007-10-28,"  0.358 (213.291518,-65.339092)"
SWIFTJ1413.2-0312,NGC 5506              ,14 13 14.28,-03 12 10.4,2007-01-31 02:12:12,2007-02-01 15:04:15,701030030,57406.3, 2008-08-17,"  0.323 (213.311989,-3.2076737)"
SWIFTJ1413.2-0312,NGC 5506              ,14 13 14.90,-03 12 42.8,2006-08-11 02:26:18,2006-08-12 10:46:20,701030020,53296.2, 2008-08-17,"  0.254 (213.311989,-3.2076737)"
SWIFTJ1413.2-0312,NGC 5506              ,14 13 14.88,-03 12 44.6,2006-08-08 16:30:05,2006-08-10 00:05:37,701030010,47753.1, 2008-08-17,"  0.284 (213.311989,-3.2076737)"
SWIFTJ1417.9+2507,NGC5548               ,14 17 59.50,+25 07 35.0,2007-08-05 00:37:46,2007-08-06 00:30:24,702042080,38775.7, 2008-09-05,"  0.627 (214.498106,25.1368518)"
SWIFTJ1417.9+2507,NGC5548               ,14 17 58.34,+25 07 30.7,2007-06-24 21:53:31,2007-06-25 16:36:12,702042020,35915.2, 2008-08-17,"  0.750 (214.498106,25.1368518)"
SWIFTJ1417.9+2507,NGC5548               ,14 17 59.26,+25 07 35.8,2007-07-29 04:20:44,2007-07-30 00:30:14,702042070,31809.9, 2008-08-28,"  0.619 (214.498106,25.1368518)"
SWIFTJ1417.9+2507,NGC5548               ,14 17 58.34,+25 07 42.2,2007-06-18 22:28:15,2007-06-19 15:20:08,702042010,31118.8, 2008-08-17,"  0.575 (214.498106,25.1368518)"
SWIFTJ1417.9+2507,NGC5548               ,14 17 58.39,+25 07 42.6,2007-07-08 10:02:55,2007-07-09 02:50:14,702042040,30699.6, 2008-08-17,"  0.565 (214.498106,25.1368518)"
SWIFTJ1417.9+2507,NGC5548               ,14 17 59.02,+25 07 39.7,2007-07-15 13:57:39,2007-07-16 10:00:19,702042050,30019.7, 2008-08-29,"  0.562 (214.498106,25.1368518)"
SWIFTJ1417.9+2507,NGC5548               ,14 17 58.92,+25 07 37.9,2007-07-22 10:40:25,2007-07-23 06:30:24,702042060,28917.8, 2008-08-28,"  0.596 (214.498106,25.1368518)"
SWIFTJ1419.0-2639,ESO 511-G030          ,14 19 22.85,-26 38 45.6,2012-07-22 00:40:40,2012-07-28 08:01:05,707023020,224025.5, 2013-12-20,"  0.124 (214.843352,-26.644752)"
SWIFTJ1419.0-2639,ESO 511-G030          ,14 19 22.94,-26 38 44.5,2012-08-17 18:17:37,2012-08-18 19:06:18,707023030,51917.2, 2013-12-14,"  0.133 (214.843352,-26.644752)"
SWIFTJ1419.0-2639,ESO 511-G030          ,14 19 22.85,-26 38 51.0,2012-07-20 12:11:53,2012-07-20 18:00:12,707023010,5746.1, 2013-12-20,"  0.192 (214.843352,-26.644752)"
SWIFTJ1428.7+4234,1ES1426+428           ,14 28 14.45,+42 37 57.7,2008-06-05 20:53:11,2008-06-08 02:03:24,703063010,101166.2, 2009-06-21,"  4.106 (217.135876,42.6725043)"
SWIFTJ1428.7+4234,1ES1426+428           ,14 28 17.18,+42 37 29.6,2006-06-16 17:43:55,2006-06-18 05:20:24,701026010,60914.9, 2007-10-27,"  4.025 (217.135876,42.6725043)"
SWIFTJ1432.8-4412,NGC5643               ,14 32 34.13,-44 13 36.5,2007-08-19 21:06:29,2007-08-20 23:20:19,702010010,42882.3, 2008-10-31,"  3.356 (218.169627,-44.174429)"
SWIFTJ1442.5-1715,NGC 5728              ,14 42 19.06,-17 18 34.2,2006-07-19 17:39:43,2006-07-20 15:02:09,701079010,41307.7, 2007-10-27,"  3.579 (220.599473,-17.253016)"
SWIFTJ1454.9-5133,WKK 4438              ,14 55 17.14,-51 33 04.3,2012-01-22 02:33:33,2012-01-24 01:27:51,706011010,70308.8, 2013-06-26,"  1.182 (223.822944,-51.570879)"
SWIFTJ1457.8-4308,IC 4518A              ,14 57 40.56,-43 07 36.8,2012-02-02 04:08:09,2012-02-04 00:00:24,706012010,64398.6, 2013-05-22,"  0.330 (224.421579,-43.132062)"
SWIFTJ1504.2+1025,MRK 841               ,15 04 02.18,+10 27 31.3,2012-01-05 20:45:03,2012-01-11 04:33:10,706029010,244351.8, 2011-04-01,"  1.282 (226.004963,10.4377321)"
SWIFTJ1504.2+1025,MRK 841               ,15 04 01.37,+10 26 38.4,2012-01-18 18:18:03,2012-01-21 08:38:18,706029020,110289.0, 2011-04-01,"  0.379 (226.004963,10.4377321)"
SWIFTJ1504.2+1025,MKN 841               ,15 04 05.28,+10 29 52.8,2007-01-22 08:45:44,2007-01-23 14:33:09,701084010,51752.8, 2008-11-07,"  3.753 (226.004963,10.4377321)"
SWIFTJ1504.2+1025,MKN 841               ,15 03 55.46,+10 22 34.0,2007-07-23 16:43:49,2007-07-25 05:15:14,701084020,50925.3, 2008-11-30,"  3.957 (226.004963,10.4377321)"
SWIFTJ1512.0-2119,2MASX J15115979-2119  ,15 11 59.93,-21 18 29.9,2012-02-22 01:19:24,2012-02-23 22:30:13,706010010,83816.2, 2013-03-10,"  0.529 (227.999186,-21.317098)"
SWIFTJ1512.8-0906,PKS 1510-089          ,15 12 50.59,-09 06 15.5,2006-08-02 09:31:29,2006-08-05 06:06:24,701094010,119157.7, 2007-10-21,"  0.261 (228.210545,-9.0999498)"
SWIFTJ1512.8-0906,PKS1510-089           ,15 12 50.26,-09 05 44.2,2009-01-27 04:31:49,2009-01-28 05:25:14,703005010,44305.4, 2008-04-01,"  0.270 (228.210545,-9.0999498)"
SWIFTJ1557.8-7913,PKS1549-79            ,15 57 08.06,-79 13 48.7,2008-10-13 15:35:24,2008-10-15 21:37:21,703059010,82175.5, 2009-11-13,"  0.501 (239.245325,-79.234523)"
SWIFTJ1613.2-6043,A3627_WEST            ,16 12 40.82,-60 41 54.2,2013-09-11 13:21:08,2013-09-12 06:05:04,808059010,52799.8, 2014-10-26,"   7.248 (242.964155,-60.63196)"
SWIFTJ1617.8+3223,3C 332                ,16 17 41.74,+32 21 47.5,2009-08-08 00:49:13,2009-08-09 11:10:20,704038010,59833.9, 2010-08-29,"  0.799 (244.427239,32.3762175)"
SWIFTJ1618.7-5930,IGR J16185-5928       ,16 18 35.14,-59 24 00.4,2008-02-09 16:04:49,2008-02-11 00:30:24,702123010,76607.6, 2009-02-26,"  3.286 (244.651957,-59.454801)"
SWIFTJ1626.5-2951,1622-297              ,16 26 06.77,-29 51 46.4,2011-09-24 21:18:36,2011-09-25 04:19:19,706044010,8778.1, 2012-11-05,"  0.367 (246.525145,-29.857395)"
SWIFTJ1628.1+5145,SWIFT J1628.1+5145    ,16 27 48.98,+51 50 19.7,2006-04-15 18:49:28,2006-04-16 09:22:19,701016010,23589.0, 2007-10-21,"  4.460 (247.016911,51.7754172)"
SWIFTJ1630.5+3925,A2199 OFFSET4         ,16 31 03.89,+39 22 11.3,2011-08-18 04:36:49,2011-08-18 14:11:20,806150010,18711.6, 2011-04-01,"  6.097 (247.636078,39.3842185)"
SWIFTJ1635.0-5804,ESO 137-G034          ,16 35 03.94,-58 07 47.3,2008-10-05 11:06:13,2008-10-07 16:11:24,403075010,92052.5, 2009-11-13,"  3.272 (248.808344,-58.079964)"
SWIFTJ1643.1+3951,3C345                 ,16 42 59.69,+39 47 40.2,2012-09-11 06:28:26,2012-09-11 11:27:13,707043010,12700.8, 2013-10-17,"  0.961 (250.745051,39.8102748)"
SWIFTJ1654.0+3946,MRK 501               ,16 53 44.04,+39 49 41.2,2009-03-23 18:39:39,2009-03-25 07:59:19,703046010,72334.2, 2010-05-13,"  4.368 (253.467585,39.7601783)"
SWIFTJ1654.0+3946,MRK 501               ,16 53 36.00,+39 42 32.0,2006-07-18 18:53:39,2006-07-19 17:27:18,701027010,42427.1, 2007-11-04,"  4.381 (253.467585,39.7601783)"
SWIFTJ1717.1-6249,NGC 6300              ,17 17 01.18,-62 49 06.6,2007-10-17 12:20:19,2007-10-19 09:00:14,702049010,82577.0, 2008-10-31,"  0.223 (259.248121,-62.820563)"
SWIFTJ1800.3+6637,NEP                   ,18 00 08.26,+66 34 26.4,2015-01-30 22:31:53,2015-02-03 06:00:14,109016010,154011.4, 2014-04-01,"  2.467 (270.030283,66.6150908)"
SWIFTJ1800.3+6637,NGC6552               ,18 00 18.17,+66 36 13.0,2013-11-14 20:09:35,2013-11-17 00:18:16,708014010,105776.7, 2014-12-28,"  1.283 (270.030283,66.6150908)"
SWIFTJ1800.3+6637,NEP #1                ,18 00 11.81,+66 33 34.9,2009-11-15 05:30:04,2009-11-16 04:41:19,504070010,56336.7, 2009-04-01,"  3.354 (270.030283,66.6150908)"
SWIFTJ1800.3+6637,NEP #3                ,18 00 11.59,+66 34 10.6,2009-12-15 22:22:13,2009-12-17 01:20:18,504074010,50176.9, 2009-04-01,"  2.763 (270.030283,66.6150908)"
SWIFTJ1800.3+6637,NEP #4                ,18 00 10.78,+66 34 43.7,2009-12-28 09:57:09,2009-12-29 10:59:24,504076010,49849.1, 2009-04-01,"  2.205 (270.030283,66.6150908)"
SWIFTJ1800.3+6637,NEP #2                ,18 00 12.50,+66 33 55.8,2009-12-07 12:02:11,2009-12-08 15:23:14,504072010,48697.7, 2009-04-01,"  3.021 (270.030283,66.6150908)"
SWIFTJ1800.3+6637,NEP                   ,18 00 08.57,+66 34 26.4,2015-02-03 06:00:15,2015-02-03 17:25:14,109016020,21676.4, 2014-04-01,"  2.469 (270.030283,66.6150908)"
SWIFTJ1822.0+6421,H1821+643             ,18 21 52.22,+64 21 33.1,2013-04-16 09:52:51,2013-04-20 13:00:23,708037010,246583.9, 2013-04-01,"  1.092 (275.488441,64.3433924)"
SWIFTJ1822.0+6421,H1821+643             ,18 21 52.06,+64 21 34.2,2013-04-20 13:00:24,2013-04-22 16:37:16,708037020,128248.5, 2013-04-01,"  1.117 (275.488441,64.3433924)"
SWIFTJ1822.0+6421,E1821+643             ,18 22 04.97,+64 19 50.2,2012-11-08 18:53:08,2012-11-10 19:43:21,707016010,100413.2, 2013-12-05,"  1.137 (275.488441,64.3433924)"
SWIFTJ1829.4+4846,QSO 1828+487          ,18 29 37.01,+48 44 16.4,2014-11-22 06:34:56,2014-11-22 16:15:09,709026010,14176.6, 2016-02-24,"  0.995 (277.382419,48.7461722)"
SWIFTJ1835.0+3240,3C382                 ,18 35 00.38,+32 42 31.3,2007-04-27 23:05:29,2007-04-30 19:29:09,702125010,130580.0, 2008-11-07,"  0.974 (278.764124,32.6963467)"
SWIFTJ1836.9-5924,IRAS18325-5926        ,18 36 53.83,-59 27 23.4,2007-10-26 09:09:19,2007-10-28 10:00:24,702118010,78434.8, 2008-11-07,"   3.300 (279.24264,-59.402291)"
SWIFTJ1838.4-6524,ESO 103- G 035        ,18 38 22.58,-65 25 25.7,2008-10-22 15:11:45,2008-10-25 04:07:19,703031010,91442.0, 2009-11-13,"  0.325 (279.584683,-65.427552)"
SWIFTJ1842.0+7945,3C 390.3              ,18 41 49.34,+79 46 47.3,2013-05-24 07:12:24,2013-05-26 14:29:19,708034010,100366.8, 2014-06-08,"  1.007 (280.537518,79.7714274)"
SWIFTJ1842.0+7945,3C 390.3              ,18 42 30.96,+79 46 07.0,2006-12-14 03:25:28,2006-12-16 03:19:24,701060010,24.0, 2008-08-24,"  0.989 (280.537518,79.7714274)"
SWIFTJ1844.5-6221,FAIRALL 51            ,18 44 53.71,-62 21 24.1,2013-09-04 01:45:58,2013-09-04 12:35:21,708046010,31557.6, 2014-10-26,"  0.481 (281.224968,-62.364693)"
SWIFTJ1844.5-6221,FAIRALL 51            ,18 44 54.26,-62 21 33.1,2013-09-05 19:22:39,2013-09-06 04:11:10,708046020,30958.0, 2014-10-26,"  0.331 (281.224968,-62.364693)"
SWIFTJ1844.5-6221,FAIRALL 51            ,18 44 54.84,-62 21 41.4,2013-09-13 11:44:48,2013-09-14 07:33:10,708046040,30192.6, 2014-11-29,"  0.215 (281.224968,-62.364693)"
SWIFTJ1844.5-6221,FAIRALL 51            ,18 44 53.54,-62 21 30.2,2013-09-07 19:35:10,2013-09-08 10:17:17,708046030,23930.1, 2014-11-29,"  0.381 (281.224968,-62.364693)"
SWIFTJ1905.4+4231,ZW229-15              ,19 05 19.99,+42 28 14.2,2011-06-03 00:18:29,2011-06-07 15:00:15,706035010,167083.8, 2012-07-19,"  1.238 (286.358083,42.4610344)"
SWIFTJ1937.5-0613,IGR J19378-0617       ,19 37 36.55,-06 17 12.8,2010-10-16 01:41:34,2010-10-18 07:14:19,705055010,77801.4, 2011-11-02,"  4.226 (294.387614,-6.2180018)"
SWIFTJ1942.6-1024,NGC 6814              ,19 42 41.59,-10 20 13.6,2011-11-02 16:46:51,2011-11-03 15:18:14,706032010,42120.0, 2012-11-17,"  0.845 (295.669105,-10.323637)"
SWIFTJ1943.5+2120,HESS J1943+213        ,19 43 57.98,+21 18 03.6,2011-11-10 15:06:12,2011-11-11 14:26:13,706007010,38881.5, 2012-11-25,"  0.519 (295.984335,21.3063851)"
SWIFTJ1952.4+0237,SWIFT J1952.4+0237    ,19 52 13.34,+02 34 13.8,2009-04-08 19:53:00,2009-04-10 02:35:24,704011010,47921.1, 2010-05-08,"   3.876 (298.065828,2.5067148)"
SWIFTJ1959.4+4044,CYGNUS A CLUSTER      ,19 59 02.62,+40 47 18.6,2008-11-15 21:43:08,2008-11-16 21:58:19,803050010,44658.7, 2009-12-02,"  5.875 (299.868227,40.7339116)"
SWIFTJ1959.4+4044,CYGNUS A SUB          ,19 58 53.45,+40 51 30.6,2013-11-19 07:32:59,2013-11-20 07:44:17,808016010,42520.4, 2014-12-04,"  9.979 (299.868227,40.7339116)"
SWIFTJ1959.6+6507,1ES 1959+650          ,19 59 51.48,+65 09 31.7,2006-05-23 01:13:23,2006-05-25 04:07:24,701075010,98862.2, 2007-11-04,"    1.072 (299.9993,65.1485285)"
SWIFTJ2009.0-6103,SWIFT J2009.0-6103    ,20 08 37.92,-61 02 58.2,2008-04-07 16:40:32,2008-04-08 14:25:07,703015010,43726.8, 2009-05-02,"  3.216 (302.195379,-61.099952)"
SWIFTJ2018.8+4041,GAMMACYGNI_NWSHELL2   ,20 18 36.48,+40 41 51.0,2011-04-14 07:15:57,2011-04-15 06:27:10,506018010,39712.0, 2012-05-11,"  0.952 (304.661383,40.6833243)"
SWIFTJ2028.5+2543,MCG +04-48-002        ,20 28 35.71,+25 48 07.6,2007-04-18 11:12:17,2007-04-19 09:55:19,702081010,41298.8, 2008-08-17,"  4.967 (307.120373,25.7233823)"
SWIFTJ2042.3+7507,4C+74.26              ,20 42 50.74,+75 06 39.6,2011-11-23 12:58:54,2011-11-25 14:43:07,706028010,101412.5, 2012-12-08,"  1.628 (310.655434,75.1340134)"
SWIFTJ2042.3+7507,4C+74.26              ,20 42 16.03,+75 03 41.8,2007-10-28 10:21:17,2007-10-30 06:15:24,702057010,91583.0, 2008-11-06,"  4.555 (310.655434,75.1340134)"
SWIFTJ2044.2-1045,MRK 509               ,20 44 11.26,-10 44 24.4,2010-11-21 14:17:42,2010-11-23 19:34:20,705025010,102120.5, 2011-12-21,"  1.060 (311.040636,-10.723539)"
SWIFTJ2044.2-1045,MRK 509               ,20 44 08.98,-10 43 13.1,2015-05-01 08:53:37,2015-05-02 16:21:21,410017010,54272.8, 2016-07-24,"  0.272 (311.040636,-10.723539)"
SWIFTJ2044.2-1045,MARKARIAN 509         ,20 44 10.82,-10 43 40.1,2006-11-27 03:54:07,2006-11-28 03:05:24,701093040,33094.4, 2007-12-22,"  0.367 (311.040636,-10.723539)"
SWIFTJ2044.2-1045,MARKARIAN 509         ,20 44 10.25,-10 43 37.6,2006-10-14 07:50:00,2006-10-15 02:03:19,701093020,25929.8, 2008-03-01,"  0.246 (311.040636,-10.723539)"
SWIFTJ2044.2-1045,MARKARIAN 509         ,20 44 04.66,-10 39 49.3,2006-04-25 18:47:44,2006-04-26 12:36:19,701093010,24575.6, 2007-10-21,"  3.802 (311.040636,-10.723539)"
SWIFTJ2044.2-1045,MARKARIAN 509         ,20 44 10.27,-10 43 38.6,2006-11-15 09:00:13,2006-11-16 00:16:21,701093030,24446.6, 2007-12-22,"  0.264 (311.040636,-10.723539)"
SWIFTJ2052.0-5704,SWIFT J2052.0-5704    ,20 51 54.91,-57 01 03.4,2009-04-24 15:04:25,2009-04-25 16:28:19,704010010,45160.0, 2010-05-23,"  3.232 (313.009818,-57.068756)"
SWIFTJ2123.6+2506,3C 433                ,21 23 46.13,+25 03 18.0,2010-11-06 13:35:31,2010-11-08 02:17:18,705050010,62500.9, 2011-11-25,"  1.214 (320.935787,25.0743855)"
SWIFTJ2124.6+5057,IGR J21247+5058       ,21 24 47.26,+51 02 34.1,2007-04-16 14:05:32,2007-04-18 11:04:24,702027010,85031.9, 2008-10-05,"  4.320 (321.163983,50.9738487)"
SWIFTJ2127.4+5654,SWIFT J2127.4+5654    ,21 28 00.24,+56 52 40.8,2007-12-09 01:32:53,2007-12-11 01:10:16,702122010,91730.4, 2009-06-18,"  4.397 (321.939155,56.9430461)"
SWIFTJ2129.1-1538,PKS2126-15            ,21 29 11.71,-15 38 37.3,2008-04-20 02:11:23,2008-04-22 10:10:19,703001010,81921.4, 2009-05-10,"  0.130 (322.300761,-15.644765)"
SWIFTJ2148.3-3454,NGC 7130              ,21 48 15.60,-34 53 46.3,2008-05-11 12:28:37,2008-05-12 13:35:24,703012010,44493.1, 2009-05-24,"  3.400 (327.081366,-34.951248)"
SWIFTJ2200.9+1032,MRK 520               ,22 00 42.43,+10 32 42.0,2012-11-27 19:38:51,2012-11-29 15:46:17,407014010,79779.5, 2013-12-18,"  0.509 (330.172292,10.5522395)"
SWIFTJ2201.9-3152,NGC 7172              ,22 02 01.49,-31 52 14.9,2008-05-25 01:34:51,2008-05-26 20:32:23,703030010,82279.7, 2009-06-17,"  0.113 (330.507894,-31.869591)"
SWIFTJ2202.8+4218,BL LACERTAE           ,22 02 35.18,+42 20 49.6,2006-05-27 05:31:44,2006-05-28 07:20:19,701073010,48529.4, 2007-10-28,"  4.423 (330.680388,42.2777548)"
SWIFTJ2202.8+4218,BL LAC                ,22 02 40.97,+42 17 38.8,2013-05-19 14:51:56,2013-05-19 20:56:23,707044010,12742.6, 2014-06-18,"  1.071 (330.680388,42.2777548)"
SWIFTJ2209.4-4711,NGC 7213              ,22 09 15.84,-47 09 46.4,2006-10-22 05:34:36,2006-10-24 06:37:24,701029010,90736.0, 2008-08-17,"   0.236 (332.31755,-47.166696)"
SWIFTJ2223.9-0207,3C 445                ,22 23 48.67,-02 05 58.2,2007-05-25 04:50:10,2007-05-28 22:00:24,702056010,139769.1, 2008-08-24,"  0.327 (335.956423,-2.1035701)"
SWIFTJ2232.5+1141,CTA102                ,22 32 34.99,+11 44 24.4,2013-05-19 08:17:28,2013-05-19 14:43:23,707045010,9562.6, 2014-06-01,"   0.658 (338.151714,11.730796)"
SWIFTJ2235.9-2602,NGC 7314              ,22 35 37.32,-25 59 54.2,2007-04-25 10:21:33,2007-04-27 22:50:24,702015010,109019.8, 2008-10-05,"  3.705 (338.942507,-26.050436)"
SWIFTJ2235.9-2602,XMMU 2235.3-2557      ,22 35 22.44,-25 57 56.5,2011-11-13 15:18:27,2011-11-16 13:23:12,806013010,101122.7, 2012-11-26,"  7.372 (338.942507,-26.050436)"
SWIFTJ2236.7-1233,MKN 915               ,22 36 47.57,-12 32 48.5,2013-11-26 23:07:39,2013-11-28 03:10:10,708029010,41220.0, 2013-04-01,"  0.279 (339.193721,-12.545223)"
SWIFTJ2246.0+3941,3C 452                ,22 45 39.14,+39 44 59.3,2007-06-16 09:30:52,2007-06-17 19:54:24,702073010,66680.0, 2008-08-17,"  4.153 (341.453007,39.6877556)"
SWIFTJ2248.8+1725,SWIFT J2248.8+1725    ,22 48 45.67,+17 26 38.4,2014-12-06 16:39:12,2014-12-08 16:02:20,709004010,78093.8, 2016-03-13,"  0.523 (342.184758,17.4509405)"
SWIFTJ2251.9+2215,IGR J22517+2218       ,22 51 54.46,+22 17 13.6,2009-11-26 18:15:56,2009-11-28 00:12:24,704060010,52726.5, 2010-12-15,"  0.456 (342.972916,22.2937405)"
SWIFTJ2253.9+1608,3C454.3               ,22 53 58.63,+16 08 30.8,2008-11-22 09:18:32,2008-11-23 16:31:19,703006010,46923.9, 2008-04-01,"  0.436 (343.490612,16.1482502)"
SWIFTJ2253.9+1608,3C454.3               ,22 53 58.82,+16 08 16.4,2010-11-25 01:11:14,2010-11-26 00:20:19,705021010,41025.2, 2011-12-21,"  0.673 (343.490612,16.1482502)"
SWIFTJ2253.9+1608,3C 454.3              ,22 54 04.34,+16 05 17.5,2009-12-09 02:40:43,2009-12-09 23:31:24,904003010,40477.2, 2009-12-07,"  3.936 (343.490612,16.1482502)"
SWIFTJ2253.9+1608,3C454.3               ,22 53 58.66,+16 08 30.8,2007-12-05 04:57:55,2007-12-06 02:40:14,902002010,39889.5, 2007-11-27,"  0.439 (343.490612,16.1482502)"
SWIFTJ2254.1-1734,MR 2251-178           ,22 54 05.21,-17 34 53.0,2009-05-07 03:28:24,2009-05-10 11:13:14,704055010,136924.0, 2010-05-27,"  0.166 (343.524522,-17.582035)"
SWIFTJ2303.3+0852,NGC 7469              ,23 03 08.21,+08 55 48.4,2008-06-24 16:50:17,2008-06-27 16:24:23,703028010,112112.8, 2009-07-15,"   3.835 (345.815059,8.8739169)"
SWIFTJ2304.8-0843,MCG-2-58-22           ,23 04 44.14,-08 41 16.1,2009-12-02 22:36:33,2009-12-05 22:27:19,704032010,138968.8, 2010-12-23,"  0.204 (346.181173,-8.6857273)"
SWIFTJ2318.4-4223,NGC7582               ,23 18 33.86,-42 24 55.1,2007-11-16 01:44:01,2007-11-16 21:30:19,702052040,31895.5, 2008-11-27,"  3.290 (349.598445,-42.370422)"
SWIFTJ2318.4-4223,NGC7582               ,23 18 34.70,-42 24 49.3,2007-11-09 21:49:32,2007-11-10 15:30:10,702052030,29353.8, 2008-11-20,"  3.305 (349.598445,-42.370422)"
SWIFTJ2318.4-4223,NGC7582               ,23 18 15.22,-42 19 19.2,2007-05-28 22:10:09,2007-05-29 17:35:19,702052020,28769.0, 2008-08-17,"  3.295 (349.598445,-42.370422)"
SWIFTJ2318.4-4223,NGC7582               ,23 18 11.33,-42 19 49.4,2007-05-01 19:02:59,2007-05-02 07:37:23,702052010,23941.2, 2008-08-17,"  3.306 (349.598445,-42.370422)"
SWIFTJ2318.9+0013,NGC 7603              ,23 18 55.20,+00 15 20.5,2012-06-02 12:11:33,2012-06-04 15:50:13,707003010,101256.7, 2013-06-21,"   0.797 (349.736066,0.2438751)"
SWIFTJ2341.8+3033,UGC 12741             ,23 41 46.78,+30 38 29.0,2009-06-07 12:31:37,2009-06-08 16:06:24,704014010,47945.8, 2010-06-20,"  4.037 (355.481134,30.5817731)"
SWIFTJ2344.6-4246,SPT-CLJ2344-4243      ,23 44 43.58,-42 43 00.8,2013-11-09 00:15:15,2013-11-11 09:51:21,708012010,86204.3, 2013-04-01,"  0.202 (356.182952,-42.720117)"
