ID,SwiftName,Counterpart,RA,DEC,Redshift,nh
686,SWIFTJ1341.9+3537,NGC5273,205.53491,35.654301,0.00360589,9.42e+19
687,SWIFTJ1344.7+1934,Z102-48,206.065266,19.5666464,0.02696403,1.78e+20
688,SWIFTJ1345.5+4139,NGC5290,206.329859,41.7123716,0.00856579,9.61e+19
689,SWIFTJ1346.4+1924,SDSSJ134628.41+192243.2,206.618413,19.3786891,0.08432773,1.97e+20
690,SWIFTJ1347.1+7325,2MASSiJ1346085+732053,206.535322,73.3481476,0.28762444,1.93e+20
692,SWIFTJ1347.4-6033,4U1344-60,206.900028,-60.617743,0.01283034,1.3e+22
693,SWIFTJ1347.7+0212,SDSSJ134718.79+021057.5,206.82824,2.1827081,0.1085286,1.83e+20
694,SWIFTJ1349.3-3018,IC4329A,207.330253,-30.309494,0.01597764,5.6e+20
695,SWIFTJ1349.7+0209,UM614,207.470186,2.0792079,0.03275976,1.95e+20
696,SWIFTJ1351.5-1814,CTS103,207.872949,-18.229518,0.01208548,8.84e+20
697,SWIFTJ1352.8+6917,Mrk279,208.264319,69.308181,0.03015192,1.59e+20
698,SWIFTJ1353.7-1122,2MASXJ13532820-1123055,208.367558,-11.384991,0.06872181,4.62e+20
699,SWIFTJ1354.1-3748,Tol113,208.56419,-37.775882,0.05061847,7.87e+20
700,SWIFTJ1354.5+1326,SDSSJ135429.05+132757.2,208.621057,13.4659726,0.06329734,1.87e+20
701,SWIFTJ1355.6+3524,SDSSJ135533.83+352057.8,208.891044,35.3493617,0.10209328,1.27e+20
702,SWIFTJ1356.1+3832,Mrk464,208.973018,38.5746448,0.05041643,1.5e+20
703,SWIFTJ1355.9+1822,Mrk463,209.012003,18.3716668,0.05012825,2.2e+20
704,SWIFTJ1356.6-1932,ESO578-9,209.152966,-19.529101,0.03497423,8.06e+20
707,SWIFTJ1408.1-3024,LEDA50427,212.028271,-30.39832,0.02338363,4.42e+20
710,SWIFTJ1410.9-4229,2MASXJ14104482-4228325,212.686707,-42.475842,0.03395333,7.26e+20
711,SWIFTJ1412.9-6522,CircinusGalaxy,213.291518,-65.339092,0.00149475,7.02e+21
712,SWIFTJ1413.2-0312,NGC5506,213.311989,-3.2076737,0.00597908,4.89e+20
713,SWIFTJ1416.9-1158,LEDA126226,214.208358,-11.982787,0.099105,7.07e+20
714,SWIFTJ1416.9-4640,LEDA511869,214.265265,-46.69478,0.07604417,1.19e+21
715,SWIFTJ1417.7+6143,SDSSJ141742.94+614152.5,214.428945,61.6979692,0.11864247,1.89e+20
716,SWIFTJ1417.7+2539,[HB89]1415+259,214.48613,25.7241162,0.23641452,1.63e+20
717,SWIFTJ1417.9+2507,NGC5548,214.498106,25.1368518,0.01668582,1.64e+20
719,SWIFTJ1419.0-2639,ESO511-30,214.843352,-26.644752,0.02294033,5.89e+20
722,SWIFTJ1421.4+4747,LEDA140305,215.373972,47.7901579,0.07240896,1.73e+20
723,SWIFTJ1424.2+2435,NGC5610,216.095509,24.6141909,0.01691813,2.05e+20
726,SWIFTJ1427.5+1949,Mrk813,216.854357,19.8311839,0.11074919,2.9e+20
727,SWIFTJ1428.7+4234,1ES1426+428,217.135876,42.6725043,0.12933329,1.16e+20
728,SWIFTJ1429.2+0118,Mrk1383,217.277405,1.2850312,0.08590617,2.89e+20
730,SWIFTJ1431.2+2816,Mrk684,217.769934,28.287274,0.04600112,1.58e+20
731,SWIFTJ1432.8-4412,NGC5643,218.169627,-44.174429,0.00404157,1.24e+21
733,SWIFTJ1433.9+0528,NGC5674,218.467835,5.4583791,0.02477026,2.75e+20
734,SWIFTJ1434.9+4837,NGC5683,218.718572,48.6618715,0.0364747,3.15e+20
735,SWIFTJ1436.4+5846,Mrk817,219.092017,58.7942993,0.03119806,1.17e+20
736,SWIFTJ1436.8-1615,HE1434-1600,219.206747,-16.228122,0.14465473,1.09e+21
737,SWIFTJ1439.2+1417,SDSSJ143911.86+141522.0,219.799456,14.2561048,0.07147802,1.5e+20
738,SWIFTJ1441.4+5341,Mrk477,220.158752,53.5044489,0.03771392,1.09e+20
739,SWIFTJ1442.5-1715,NGC5728,220.599473,-17.253016,0.01032112,1e+21
740,SWIFTJ1445.6+2702,Z164-19,221.403531,27.0348778,0.02972627,2.71e+20
741,SWIFTJ1446.7-6416,1RXSJ144628.3-641627,221.617471,-64.273222,0.05257431,5.27e+21
744,SWIFTJ1448.7-4009,WISEJ144850.99-400845.6,222.212411,-40.146051,0.12318868,1e+21
745,SWIFTJ1449.5+8602,2MASXJ14545815+8554589,223.740517,85.9163626,0.1119515,8.68e+20
746,SWIFTJ1451.0-5540A,LEDA3079667,222.888099,-55.677311,0.01809055,6.08e+21
747,SWIFTJ1451.0-5540B,LEDA3085605,222.303112,-55.605703,0.01866257,5.87e+21
748,SWIFTJ1453.3+2558,SDSSJ145307.92+255433.0,223.283022,25.9092005,0.04858042,3.66e+20
750,SWIFTJ1454.9-5133,LEDA3076910,223.822944,-51.570879,0.01610613,4.34e+21
751,SWIFTJ1457.8-4308,IC4518A,224.421579,-43.132062,0.01604738,1.31e+21
752,SWIFTJ1458.9+7143,3C309.1,224.781631,71.672185,0.90111275,2.42e+20
753,SWIFTJ1504.2+1025,Mrk841,226.004963,10.4377321,0.03660376,2.46e+20
754,SWIFTJ1506.7+0353A,Mrk1392,226.485635,3.7073107,0.03600861,4.41e+20
755,SWIFTJ1506.7+0353B,2MASXJ15064412+0351444,226.6838701,3.862314672,0.03725927,4.31e+20
756,SWIFTJ1508.6-4953,PMNJ1508-4953,227.161798,-49.883917,1.52020052,3.38e+21
757,SWIFTJ1508.8-0013,Mrk1393,227.224817,-0.196969,0.05438563,5.84e+20
760,SWIFTJ1512.0-2119,IRAS15091-2107,227.999186,-21.317098,0.04446332,1.22e+21
761,SWIFTJ1512.2-1053A,NVSSJ151148-105023,227.952883,-10.840131,0.94672046,1.14e+21
762,SWIFTJ1512.2-1053B,2MASXJ15120505-1046356,228.021112,-10.776578,0.16579877,1.13e+21
763,SWIFTJ1512.8-0906,PKS1510-08,228.210545,-9.0999498,0.35636903,9.32e+20
765,SWIFTJ1513.8-8125,2MASXJ15144217-8123377,228.674908,-81.393881,0.06869596,1.71e+21
766,SWIFTJ1515.0+4205,NGC5899,228.763559,42.0498183,0.00859691,1.94e+20
767,SWIFTJ1519.6+6538,Z319-7,229.890298,65.5996057,0.04407886,2.87e+20
769,SWIFTJ1521.8+0334,SDSSJ152139.66+033729.2,230.415285,3.6247881,0.12629508,4.06e+20
770,SWIFTJ1523.5+6340,LEDA2821626,230.941135,63.6567529,0.20433634,1.56e+20
771,SWIFTJ1530.0-1300,LEDA944345,232.493016,-13.011035,0.10387996,1.35e+21
772,SWIFTJ1533.2-0836,MCG-1-40-1,233.336239,-8.7005302,0.02302254,1.2e+21
774,SWIFTJ1535.9+5751,Mrk290,233.968338,57.9026449,0.03040355,1.83e+20
776,SWIFTJ1542.0-1410,2MASXJ15422399-1411055,235.599909,-14.184897,0.09671079,1.47e+21
778,SWIFTJ1546.3+6928,LEDA2730634,236.601376,69.4861775,0.03764372,3.47e+20
779,SWIFTJ1547.5+2050,3C323.1,236.931413,20.8712926,0.26434419,4.43e+20
780,SWIFTJ1548.1-6406,SWIFTJ1548.1-6406,237.126567,-64.026344,1.69312392,3.04e+21
783,SWIFTJ1548.5-1344,NGC5995,237.103942,-13.757563,0.02480682,1.57e+21
785,SWIFTJ1553.6+2347,LEDA1694100,238.431631,23.8070547,0.11754874,4.99e+20
786,SWIFTJ1553.6+2606,SDSSJ155334.73+261441.4,238.39473,26.2448551,0.16655392,4.94e+20
787,SWIFTJ1557.8-7913,PKS1549-79,239.245325,-79.234523,0.15033619,1.49e+21
792,SWIFTJ1605.9-7250,LEDA259433,241.346903,-72.898976,0.06927127,1.08e+21
793,SWIFTJ1607.2+4834,SDSSJ160713.91+483326.2,241.808029,48.5573385,0.12485957,1.63e+20
794,SWIFTJ1607.4+8502,LEDA100168,241.850984,85.0296626,0.18309933,8.8e+20
795,SWIFTJ1613.2-6043,LEDA2793282,242.964155,-60.63196,0.01540335,2.91e+21
797,SWIFTJ1614.0+6544,Mrk876,243.488244,65.7194408,0.12917394,2.62e+20
800,SWIFTJ1617.8+3223,3C332,244.427239,32.3762175,0.15096696,1.91e+20
801,SWIFTJ1618.7-5930,LEDA3078020,244.651957,-59.454801,0.03434066,3.25e+21
804,SWIFTJ1621.2+8104,Z367-9,244.830464,81.0464965,0.02392409,5.33e+20
807,SWIFTJ1625.9+4349,87GB162418.8+435342,246.472103,43.7872145,1.048,8.75e+19
808,SWIFTJ1626.5-2951,PKS1622-29,246.525145,-29.857395,0.8138,2.55e+21
810,SWIFTJ1626.7+8530,VIIZw653,246.35805,85.4949357,0.06497586,9.72e+20
811,SWIFTJ1628.1+5145,Mrk1498,247.016911,51.7754172,0.05582549,1.96e+20
815,SWIFTJ1629.9+6722,Mrk885,247.451597,67.3783406,0.02702626,4.47e+20
816,SWIFTJ1630.5+3925,IRAS16288+3929,247.636078,39.3842185,0.03039701,9.58e+19
817,SWIFTJ1631.7+2353,SDSSJ163115.52+235257.4,247.814727,23.8827126,0.05912618,4.43e+20
823,SWIFTJ1635.0-5804,ESO137-34,248.808344,-58.079964,0.00875943,3.6e+21
828,SWIFTJ1643.2+7036,NGC6232,250.834472,70.6325556,0.0148857,6.45e+20
829,SWIFTJ1643.1+3951,3C345,250.745051,39.8102748,0.59280791,1.17e+20
833,SWIFTJ1648.0-3037,2MASXJ16481523-3035037,252.06354,-30.584504,0.03154112,2.88e+21
836,SWIFTJ1650.5+0434,LEDA214543,252.678141,4.6050965,0.03214345,8.52e+20
837,SWIFTJ1652.0-5915A,ESO138-1,252.834467,-59.234511,0.00912061,2.08e+21
838,SWIFTJ1652.0-5915B,NGC6221,253.193038,-59.216953,0.00410786,1.99e+21
839,SWIFTJ1652.3+5554,UGC10593,253.078713,55.9055776,0.02935776,1.74e+20
841,SWIFTJ1652.9+0223,NGC6240,253.245401,2.4010169,0.02471891,6.26e+20
842,SWIFTJ1653.2+2352,SDSSJ165315.05+234942.9,253.312743,23.8285803,0.10369172,5.01e+20
843,SWIFTJ1654.0+3946,Mrk501,253.467585,39.7601783,0.03412338,1.64e+20
846,SWIFTJ1656.1-5200,1RXSJ165605.6-520345,254.023374,-52.061355,0.05379404,3.85e+21
847,SWIFTJ1656.3-3302,2MASSJ16561677-3302127,254.06992,-33.03686,2.392112,3.35e+21
862,SWIFTJ1708.6+2155,SDSSJ170859.13+215308.1,257.246334,21.8855963,0.0725173,6.48e+20
875,SWIFTJ1717.1-6249,NGC6300,259.248121,-62.820563,0.00313124,1.06e+21
876,SWIFTJ1719.7+4900,ARP102B,259.810419,48.9803873,0.02486481,1.77e+20
880,SWIFTJ1721.7+4316,RBS1640,260.507973,43.2566668,0.13956713,2.05e+20
882,SWIFTJ1723.2+3418,4C+34.47,260.836649,34.2994462,0.20600963,3.36e+20
883,SWIFTJ1723.5+3630,RBS1645,260.84668,36.5028348,0.03998859,4.52e+20
888,SWIFTJ1731.3+1442,2MASXJ17311341+1442561,262.805752,14.7155099,0.08230932,8.76e+20
894,SWIFTJ1733.3+3635,2MASXJ17333689+3631319,263.403652,36.5255177,0.04366094,3.46e+20
896,SWIFTJ1737.5-2908,1RXSJ173728.0-290759,264.368292,-29.133913,0.02175953,9.01e+21
897,SWIFTJ1737.7-5956A,1RXSJ173751.2-600408,264.466913,-60.066598,3.65602484,7.87e+20
898,SWIFTJ1737.7-5956B,ESO139-12,264.412793,-59.940717,0.01692902,7.93e+20
905,SWIFTJ1741.9-1211,1RXSJ174155.3-121157,265.480238,-12.199042,0.03759909,3.42e+21
906,SWIFTJ1742.1-6054,PKS1737-60,265.506235,-60.920082,0.15201192,7.54e+20
907,SWIFTJ1742.2+1833,Q1739+184,265.52896,18.4558532,0.18571405,6.88e+20
909,SWIFTJ1743.4+6253,Z300-62,265.822528,62.8392183,0.03547632,3.27e+20
912,SWIFTJ1745.4+2906,1RXSJ174538.1+290823,266.409439,29.1394937,0.11028519,6.13e+20
923,SWIFTJ1747.7-2253,2MASSJ17472972-2252448,266.872775,-22.878833,0.04670629,4.45e+21
924,SWIFTJ1747.8+6837A,Mrk507,267.159564,68.7045251,0.05503784,4.56e+20
925,SWIFTJ1747.8+6837B,2MASSJ17465953+6836303,266.748141,68.6085193,0.0637853,4.62e+20
929,SWIFTJ1748.8-3257,2MASSJ17485512-3254521,267.229743,-32.914606,0.02065952,5.8e+21
935,SWIFTJ1751.8-6019,2MASXJ17515581-6019430,267.982548,-60.328703,0.11203107,9.35e+20
942,SWIFTJ1800.3+6637,NGC6552,270.030283,66.6150908,0.02681503,4.54e+20
948,SWIFTJ1802.8-1455,2MASXiJ1802473-145454,270.69743,-14.915237,0.034322,5.93e+21
950,SWIFTJ1807.9+1124,LEDA2808003,271.957963,11.3469771,0.0782,1.1e+21
960,SWIFTJ1816.0+4236,MCG+7-37-31,274.048866,42.6615667,0.04118752,3.6e+20
967,SWIFTJ1822.0+6421,Q1821+643,275.488441,64.3433924,0.29681508,3.93e+20
968,SWIFTJ1821.6+5953,2MASXJ18212680+5955209,275.361887,59.9225158,0.09961029,3.92e+20
970,SWIFTJ1824.3-5624,IC4709,276.080758,-56.369095,0.01689264,9.98e+20
971,SWIFTJ1824.2+1845,CGMW5-03333,276.045113,18.7690921,0.06669989,2.74e+21
974,SWIFTJ1825.7+7215,LEDA61865,276.373728,72.1510813,0.11080592,6.15e+20
976,SWIFTJ1826.1-0710,CXOJ182557.5-071022,276.489981,-7.1729886,0.03698944,7.68e+21
978,SWIFTJ1826.8+3254,LEDA3097193,276.635039,32.8582361,0.02227773,8.35e+20
980,SWIFTJ1829.4+4846,3C380,277.382419,48.7461722,0.69166326,7.3e+20
981,SWIFTJ1830.8+0928,CGMW5-04382,277.710977,9.4783392,0.01926842,2.5e+21
983,SWIFTJ1833.7-2105,PKS1830-21,278.416301,-21.061125,2.507,3.44e+21
984,SWIFTJ1835.0+3240,3C382,278.764124,32.6963467,0.05790028,8.96e+20
986,SWIFTJ1836.9-5924,Fairall49,279.24264,-59.402291,0.01959064,8.36e+20
988,SWIFTJ1838.4-6524,ESO103-35,279.584683,-65.427552,0.01346849,7.22e+20
994,SWIFTJ1842.0+7945,3C390.3,280.537518,79.7714274,0.0556487,4.41e+20
995,SWIFTJ1844.5-6221,Fairall51,281.224968,-62.364693,0.0138641,9.57e+20
998,SWIFTJ1845.4+7211,Z341-6,281.35912,72.1837268,0.04659424,6.97e+20
1000,SWIFTJ1852.2+8424A,SWIFTJ185024.2+842240,282.60455,84.3790556,0.18312246,7.2e+20
1001,SWIFTJ1852.2+8424B,1RXSJ184642.2+842506,281.707105,84.4181331,0.22538141,7.27e+20
1002,SWIFTJ1848.0-7832,LEDA89032,281.761632,-78.530429,0.07396131,1.26e+21
1007,SWIFTJ1852.8+3002,GALEXASCJ185249.68+300425.8,283.206294,30.0741661,0.0573007,2.17e+21
1009,SWIFTJ1856.5-7851,Fairall189,283.667776,-78.898317,0.02828661,1.32e+21
1013,SWIFTJ1856.1+1539,SSTSL2J185600.55+153758.4,284.002287,15.6329011,0.08441519,4.98e+21
1015,SWIFTJ1856.6-5443,2MASXJ18564935-5442298,284.205719,-54.708313,0.05632084,7.78e+20
1016,SWIFTJ1856.2-7829,LEDA140831,284.282311,-78.472545,0.04227545,1.31e+21
1020,SWIFTJ1903.9+3349,UGC11397,285.954741,33.8447717,0.01512378,9.99e+20
1021,SWIFTJ1905.4+4231,Z229-15,286.358083,42.4610344,0.02755006,7.43e+20
1027,SWIFTJ1913.3-5010,ESO231-26,288.311389,-50.18287,0.06215132,6.59e+20
1031,SWIFTJ1919.4-2958,LEDA2829969,289.866855,-29.968896,0.16685572,1.13e+21
1032,SWIFTJ1921.1-5842,ESO141-55,290.308978,-58.670275,0.03705331,6.5e+20
1036,SWIFTJ1925.0+5041,2E1923.7+5037,291.259097,50.7204953,0.06758202,1.07e+21
1037,SWIFTJ1926.9+4140,2MASXJ19263018+4133053,291.625904,41.5513839,0.07168564,1.25e+21
1038,SWIFTJ1928.0+7356,4C+73.18,291.952016,73.9670719,0.30209982,1.07e+21
1040,SWIFTJ1930.5+3414,2MASXJ19301380+3410495,292.557498,34.1804257,0.06377,2.48e+21
1041,SWIFTJ1933.9+3258,2MASSJ19334715+3254259,293.446495,32.9072071,0.05868379,3.38e+21
1042,SWIFTJ1937.5-0613,LEDA90334,294.387614,-6.2180018,0.01035936,1.91e+21
1043,SWIFTJ1938.1-5108,CTS61,294.518313,-51.163818,0.03995944,4.48e+20
1045,SWIFTJ1940.4-3015,LEDA2817164,295.062992,-30.264242,0.05266955,1.3e+21
1046,SWIFTJ1942.6-1024,NGC6814,295.669105,-10.323637,0.00579177,1.48e+21
1047,SWIFTJ1943.5+2120,2MASSJ19435624+2118233,295.984335,21.3063851,0.14,9.8e+21
1049,SWIFTJ1947.3+4447,2MASXJ19471938+4449425,296.830655,44.8283651,0.05403439,2.75e+21
1051,SWIFTJ1952.4+0237,3C403,298.065828,2.5067148,0.05839908,1.95e+21
1057,SWIFTJ1959.4+4044,CygnusA,299.868227,40.7339116,0.05654853,4.14e+21
1058,SWIFTJ1959.6+6507,QSOB1959+650,299.9993,65.1485285,0.047,1.63e+21
1060,SWIFTJ2001.0-1811,LEDA63981,300.23239,-18.174274,0.03705867,1.13e+21
1062,SWIFTJ2006.5+5619,2MASXJ20063331+5620364,301.638999,56.3435846,0.043118,2.93e+21
1063,SWIFTJ2007.0-3433,CTS28,301.741371,-34.548519,0.0251503,9.4e+20
1064,SWIFTJ2009.0-6103,NGC6860,302.195379,-61.099952,0.01468487,3.6e+20
1065,SWIFTJ2009.6-4851,PKS2005-489,302.355826,-48.831577,0.0708509,4.67e+20
1066,SWIFTJ2010.6-2521,1RXSJ201020.0-252356,302.582341,-25.399819,0.82492447,1.29e+21
1067,SWIFTJ2010.7+4801,2MASXJ20101740+4800214,302.572605,48.0059383,0.02584365,4.61e+21
1068,SWIFTJ2011.5-1544,PKS2008-159,302.815474,-15.777862,1.18394122,7.88e+20
1070,SWIFTJ2015.2+2526,2MASXJ20145928+2523010,303.746925,25.383657,0.04589085,4.76e+21
1071,SWIFTJ2015.9+3715,QSOB2013+370,303.86989,37.1832977,0.85846189,1.29e+22
1072,SWIFTJ2018.4-5539,LEDA64440,304.505414,-55.65875,0.06076405,5.82e+20
1073,SWIFTJ2018.8+4041,2MASXJ20183871+4041003,304.661383,40.6833243,0.01450905,1.19e+22
1074,SWIFTJ2021.9+4400,2MASXJ20214907+4400399,305.454294,44.0109123,0.01747667,1.02e+22
1075,SWIFTJ2024.0-0246,1RXSJ202400.8-024527,306.008863,-2.7590708,0.13752285,6.69e+20
1076,SWIFTJ2027.1-0220,Z373-11,306.732965,-2.2777102,0.02922011,8.67e+20
1077,SWIFTJ2028.5+2543,NGC6921,307.120373,25.7233823,0.01406486,3.44e+21
1078,SWIFTJ2029.4-6149,2MASXJ20293125-6149087,307.380131,-61.8191,0.12427367,5.75e+20
1079,SWIFTJ2030.2-7532,IRAS20247-7542,307.673809,-75.545314,0.11405589,7.4e+20
1082,SWIFTJ2033.4+2147,4C+21.55,308.383462,21.7728948,0.17359192,1.41e+21
1083,SWIFTJ2034.0-0943,2MASXJ20341926-0945586,308.58032,-9.7664501,0.08155081,5.48e+20
1084,SWIFTJ2035.2+2604,2MASXJ20350566+2603301,308.773539,26.0583266,0.0486436,3.08e+21
1085,SWIFTJ2035.6-5013,Fairall346,308.991172,-50.192286,0.00875447,2.5e+20
1087,SWIFTJ2040.2-5126,ESO234-63,310.065782,-51.429687,0.0540886,2.57e+20
1088,SWIFTJ2042.3+7507,4C+74.26,310.655434,75.1340134,0.10499406,2.31e+21
1089,SWIFTJ2044.0+2832,1RXSJ204404.0+283303,311.017734,28.5526308,0.04926075,2.94e+21
1090,SWIFTJ2044.2-1045,Mrk509,311.040636,-10.723539,0.03469575,5.16e+20
1091,SWIFTJ2048.4+3815,1RXSJ204826.8+381120,312.112497,38.1903626,0.10539422,6.62e+21
1092,SWIFTJ2052.0-5704,IC5063,313.009818,-57.068756,0.01126748,7.39e+20
1093,SWIFTJ2056.0-4713,PKS2052-47,314.068185,-47.246567,1.4926,3.23e+20
1096,SWIFTJ2059.6+4301B,SWIFTJ210001.06+430209.6,315.004153,43.036367,0.06602313,8.29e+21
1097,SWIFTJ2102.6-2810,ESO464-16,315.599127,-28.174635,0.03626166,1e+21
1099,SWIFTJ2109.1-0942,H2106-099,317.291561,-9.6707718,0.02677063,1.11e+21
1100,SWIFTJ2109.2+3531,1RXSJ210932.5+353245,317.382809,35.5493408,0.20097187,1.93e+21
1102,SWIFTJ2114.4+8206,S52116+81,318.504777,82.0800919,0.08322243,1.09e+21
1104,SWIFTJ2116.3+2512,2MASXJ21161028+2517010,319.042957,25.2836558,0.15342948,1.03e+21
1105,SWIFTJ2117.5+5139,2MASXJ21174741+5138523,319.448755,51.6491052,0.053392,1.32e+22
1106,SWIFTJ2118.9+3336,2MASXJ21192912+3332566,319.871366,33.5491696,0.05088255,2.03e+21
1108,SWIFTJ2123.6+2506,LEDA66688,320.935787,25.0743855,0.10168061,1.14e+21
1110,SWIFTJ2124.6+5057,4C+50.55,321.163983,50.9738487,0.01537004,1.15e+22
1111,SWIFTJ2127.4+5654,IGRJ21277+5656,321.939155,56.9430461,0.01490951,9.09e+21
1112,SWIFTJ2129.1-1538,PKS2126-15,322.300761,-15.644765,3.29102682,6.01e+20
1114,SWIFTJ2132.0-3343,CTS109,323.00919,-33.714948,0.03002403,4.32e+20
1116,SWIFTJ2134.9-2729,2MASXJ21344509-2725557,323.688071,-27.432078,0.06684141,3.08e+20
1117,SWIFTJ2156.1+4728,2MASXJ21355399+4728217,323.975108,47.4727509,0.02575057,4.68e+21
1118,SWIFTJ2135.5-6222,LEDA89176,324.096269,-62.400159,0.05883238,3.4e+20
1119,SWIFTJ2136.8-6444,RBS1764,324.219637,-64.634381,0.07005184,3.62e+20
1120,SWIFTJ2137.8-1433,Q2135-147,324.438318,-14.548818,0.2000237,5.23e+20
1121,SWIFTJ2138.8-3207,Z493-2,324.639303,32.0849447,0.02468845,1.62e+21
1122,SWIFTJ2139.7+5951,1RXSJ213944.3+595016,324.937337,59.8375222,0.11417229,7.12e+21
1125,SWIFTJ2145.5+1101,1RXSJ214532.2+110255,326.386735,11.0486316,0.20864308,6.49e+20
1126,SWIFTJ2148.0+0657,PKS2145+06,327.022753,6.9607346,0.99992247,5.56e+20
1127,SWIFTJ2148.3-3454,NGC7130,327.081366,-34.951248,0.01583155,2.11e+20
1128,SWIFTJ2150.2-1855,LEDA2831062,327.49196,-18.989947,0.15744107,3.26e+20
1129,SWIFTJ2152.0-3030,PKS2149-306,327.981347,-30.464872,2.3400416,1.76e+20
1130,SWIFTJ2156.2+1724,2MASXJ21561518+1722525,329.063469,17.3812736,0.03417048,7.76e+20
1131,SWIFTJ2157.2-6942,ESO75-41,329.274942,-69.689906,0.02796853,2.9e+20
1132,SWIFTJ2157.4-0615,2MASSJ21572678-0610176,329.361597,-6.1715626,0.17627987,3.04e+20
1133,SWIFTJ2200.9+1032,Mrk520,330.172292,10.5522395,0.02748904,5.21e+20
1134,SWIFTJ2201.9+5057,87GB215950.2+503417,330.431401,50.8157,1.89951646,5.12e+21
1135,SWIFTJ2201.9-3152,NGC7172,330.507894,-31.869591,0.00851075,2.12e+20
1136,SWIFTJ2202.8+4218,BLLac,330.680388,42.2777548,0.06550448,2.92e+21
1137,SWIFTJ2203.0+3146,4C+31.63,330.812421,31.7606397,0.29470599,1.2e+21
1138,SWIFTJ2204.7+0337,IRAS22017+0319,331.079853,3.5642181,0.06139771,4.62e+20
1139,SWIFTJ2207.3+1013,UGC11910,331.75831,10.2336449,0.02656691,6.33e+20
1141,SWIFTJ2209.1-2747,NGC7214,332.281946,-27.809469,0.02266524,1.77e+20
1142,SWIFTJ2209.4-4711,NGC7213,332.31755,-47.166696,0.00476736,1.11e+20
1143,SWIFTJ2211.7+1843,IIZw171,332.974532,18.6971891,0.06958437,5.11e+20
1145,SWIFTJ2214.2-2557,2MASXJ22140917-2557487,333.538257,-25.963728,0.05170644,1.86e+20
1146,SWIFTJ2217.0+1413,Mrk304,334.301105,14.2391405,0.06544828,5.76e+20
1149,SWIFTJ2219.7+2614,2MASXJ22194971+2613277,334.9573,26.2244447,0.08772851,8.74e+20
1150,SWIFTJ2223.8+1143,MCG+2-57-2,335.937575,11.8358787,0.02969409,7.05e+20
1151,SWIFTJ2223.9-0207,3C445,335.956423,-2.1035701,0.05607615,5.7e+20
1152,SWIFTJ2226.8+3628,UGC12040,336.774045,36.3615834,0.02083424,1.3e+21
1153,SWIFTJ2229.9+6646,IGRJ22292+6647,337.307752,66.7809666,0.11175124,6.25e+21
1154,SWIFTJ2229.7-0831,PKS2227-088,337.417018,-8.5484512,1.55962346,4.97e+20
1155,SWIFTJ2232.5+1141,[HB89]2230+114,338.151714,11.730796,1.03624018,6.64e+20
1156,SWIFTJ2234.8-2542,ESO533-50,338.70762,-25.676951,0.02648266,1.54e+20
1157,SWIFTJ2235.9-2602,NGC7314,338.942507,-26.050436,0.00460701,1.59e+20
1158,SWIFTJ2235.9+3358,NGC7319,339.014923,33.9758366,0.02257075,7.94e+20
1160,SWIFTJ2237.0+2543,IC5233,339.137003,25.7631543,0.02496034,5.22e+20
1161,SWIFTJ2236.7-1233,Mrk915,339.193721,-12.545223,0.02394451,6.59e+20
1162,SWIFTJ2240.2+0801,UGC12138,340.071133,8.0537689,0.02493767,8.83e+20
1163,SWIFTJ2242.4-3711,ESO406-4,340.639112,-37.185442,0.02876828,1.07e+20
1164,SWIFTJ2243.2-4539,2MASXJ22422135-4539093,340.588956,-45.652581,0.1206752,1.1e+20
1165,SWIFTJ2246.0+3941,3C452,341.453007,39.6877556,0.08147157,1.44e+21
1166,SWIFTJ2248.7-5109,RBS1897,342.171569,-51.164812,0.10243319,9.64e+19
1167,SWIFTJ2248.8+1725,2MASXJ22484430+1727034,342.184758,17.4509405,0.08566311,7.68e+20
1168,SWIFTJ2250.7-0854,SDSSJ225051.71-085456.8,342.715478,-8.9157826,0.06498402,3.94e+20
1169,SWIFTJ2251.9+2215,MG3J225155+2217,342.972916,22.2937405,3.64744341,6.49e+20
1170,SWIFTJ2251.8-3210,1RXSJ225146.9-320614,342.946381,-32.104375,0.246,1.39e+20
1171,SWIFTJ2253.9+1608,3C454.3,343.490612,16.1482502,0.85788577,8.59e+20
1172,SWIFTJ2254.1-1734,MR2251-178,343.524522,-17.582035,0.06450101,2.71e+20
1173,SWIFTJ2254.2+1147A,UGC12243,343.681327,11.7141072,0.02850846,6.97e+20
1174,SWIFTJ2254.2+1147B,UGC12237,343.581956,11.7825716,0.02821508,6.75e+20
1176,SWIFTJ2256.5+0526,RBS1917,344.151909,5.4214047,0.0659334,7.72e+20
1177,SWIFTJ2258.9+4054,UGC12282,344.730478,40.9323316,0.01775995,1.43e+21
1178,SWIFTJ2259.7+2458,LEDA70195,344.887169,24.9183046,0.03370706,7.67e+20
1179,SWIFTJ2301.4-5916,RBS1931,345.400957,-59.22251,0.15000825,1.89e+20
1180,SWIFTJ2302.1+1557,NGC7465,345.504003,15.964772,0.00634269,7.2e+20
1181,SWIFTJ2303.1-1837,PKS2300-18,345.762391,-18.690501,0.12823204,2.4e+20
1182,SWIFTJ2303.3+0852,NGC7469,345.815059,8.8739169,0.01599874,5.39e+20
1183,SWIFTJ2304.8-0843,Mrk926,346.181173,-8.6857273,0.04774333,3.34e+20
1184,SWIFTJ2304.9+1220,NGC7479,346.235967,12.322961,0.00710453,7.7e+20
