Results from heasarc_chanmaster: Chandra Observations
Coordinate system:  Equatorial
|obsid|status     |name                                  |ra         |dec        |time               |detector|grating|exposure|type|pi              |public_date|_Search_Offset             |
|27800|scheduled  |LEDA126226                            |14 16 50.01|-11 58 58.0|2023-04-22 20:19:12|ACIS-S  |NONE   |   10000|CCT |Koss            |           |  0.001 (SWIFTJ1416.9-1158)|
| 3383|archived   |NGC 5548                              |14 17 59.60|+25 08 12.4|2002-01-21 07:33:57|HRC-S   |LETG   |  171020|GO  |Kaastra         | 2003-02-06|  0.014 (SWIFTJ1417.9+2507)|
| 3045|archived   |NGC 5548                              |14 17 59.60|+25 08 12.4|2002-01-18 15:57:02|HRC-S   |LETG   |  169680|GO  |Kaastra         | 2003-02-06|  0.014 (SWIFTJ1417.9+2507)|
| 3046|archived   |NGC 5548                              |14 17 59.60|+25 08 12.4|2002-01-16 06:12:34|ACIS-S  |HETG   |  153900|GO  |Kaastra         | 2003-02-06|  0.014 (SWIFTJ1417.9+2507)|
|16314|archived   |NGC 5548                              |14 17 59.50|+25 08 12.4|2013-09-10 08:17:52|HRC-S   |LETG   |  122760|GTO |Kaastra         | 2014-09-25|  0.009 (SWIFTJ1417.9+2507)|
| 5598|archived   |NGC 5548                              |14 17 59.60|+25 08 13.4|2005-04-15 05:18:18|HRC-S   |LETG   |  116430|GTO |Mendez          | 2006-04-19|  0.019 (SWIFTJ1417.9+2507)|
| 7722|archived   |NGC 5548                              |14 17 59.60|+25 08 13.4|2007-08-14 20:57:57|HRC-S   |LETG   |   99560|GTO |Mendez          | 2008-08-20|  0.019 (SWIFTJ1417.9+2507)|
|  330|archived   |NGC 5548                              |14 17 59.50|+25 08 13.0|1999-12-11 22:51:20|HRC-S   |LETG   |   85980|GTO |BRINKMAN        | 2001-05-08|  0.011 (SWIFTJ1417.9+2507)|
|  837|archived   |NGC 5548                              |14 17 59.50|+25 08 12.0|2000-02-05 15:37:29|ACIS-S  |HETG   |   83000|GO  |Yaqoob          | 2001-03-01|  0.013 (SWIFTJ1417.9+2507)|
|16368|archived   |NGC 5548                              |14 17 59.50|+25 08 12.4|2013-09-02 10:33:13|HRC-S   |LETG   |   67920|GTO |Kaastra         | 2014-09-25|  0.009 (SWIFTJ1417.9+2507)|
|21694|archived   |NGC 5548                              |14 17 59.50|+25 08 12.6|2019-08-09 03:04:21|ACIS-S  |HETG   |   61300|GTO |Kaastra         | 2020-08-14|  0.009 (SWIFTJ1417.9+2507)|
|22207|archived   |NGC 5548                              |14 17 59.50|+25 08 12.6|2019-06-18 13:16:35|ACIS-S  |HETG   |   50950|GTO |Kaastra         | 2020-08-14|  0.009 (SWIFTJ1417.9+2507)|
| 8600|archived   |NGC 5548                              |14 17 59.60|+25 08 13.4|2007-08-17 03:54:51|HRC-S   |LETG   |   37180|GTO |Mendez          | 2008-08-20|  0.019 (SWIFTJ1417.9+2507)|
|25800|archived   |NGC 5548                              |14 17 59.54|+25 08 12.6|2022-01-31 08:33:05|ACIS-S  |HETG   |   30080|GO  |Mehdipour       | 2023-02-03|  0.000 (SWIFTJ1417.9+2507)|
|21846|archived   |NGC 5548                              |14 17 59.50|+25 08 12.6|2019-05-05 14:58:16|ACIS-S  |HETG   |   30060|GTO |Kaastra         | 2020-08-14|  0.009 (SWIFTJ1417.9+2507)|
|16369|archived   |NGC 5548                              |14 17 59.50|+25 08 12.4|2013-09-01 00:01:42|HRC-S   |LETG   |   29920|GTO |Kaastra         | 2014-09-25|  0.009 (SWIFTJ1417.9+2507)|
|25803|archived   |NGC 5548                              |14 17 59.54|+25 08 12.6|2021-12-31 05:34:18|ACIS-S  |HETG   |   28080|GO  |Mehdipour       | 2023-02-03|  0.000 (SWIFTJ1417.9+2507)|
|22681|archived   |NGC 5548                              |14 17 59.50|+25 08 12.6|2019-08-10 22:39:50|ACIS-S  |HETG   |   27590|GTO |Kaastra         | 2020-08-14|  0.009 (SWIFTJ1417.9+2507)|
| 6268|archived   |NGC 5548                              |14 17 59.60|+25 08 13.4|2005-04-18 00:31:12|HRC-S   |LETG   |   25190|GTO |Mendez          | 2006-04-19|  0.019 (SWIFTJ1417.9+2507)|
|25392|archived   |NGC 5548                              |14 17 59.54|+25 08 12.6|2022-01-30 18:31:31|ACIS-S  |HETG   |   25080|GO  |Mehdipour       | 2023-02-03|  0.000 (SWIFTJ1417.9+2507)|
|26256|archived   |NGC 5548                              |14 17 59.54|+25 08 12.6|2021-12-30 15:16:27|ACIS-S  |HETG   |   22080|GO  |Mehdipour       | 2023-02-03|  0.000 (SWIFTJ1417.9+2507)|
|25802|archived   |NGC 5548                              |14 17 59.54|+25 08 12.6|2021-12-30 01:54:57|ACIS-S  |HETG   |   22080|GO  |Mehdipour       | 2023-02-03|  0.000 (SWIFTJ1417.9+2507)|
|25801|archived   |NGC 5548                              |14 17 59.54|+25 08 12.6|2022-01-31 22:18:10|ACIS-S  |HETG   |   20080|GO  |Mehdipour       | 2023-02-03|  0.000 (SWIFTJ1417.9+2507)|
|15662|archived   |NGC 5548                              |14 17 59.50|+25 08 12.4|2014-06-23 16:31:46|ACIS-S  |LETG   |    5060|GO  |Peterson        | 2015-06-27|  0.009 (SWIFTJ1417.9+2507)|
|15661|archived   |NGC 5548                              |14 17 59.50|+25 08 12.4|2014-05-06 19:22:39|ACIS-S  |LETG   |    5060|GO  |Peterson        | 2015-05-07|  0.009 (SWIFTJ1417.9+2507)|
|15659|archived   |NGC 5548                              |14 17 59.50|+25 08 12.4|2014-02-03 18:14:33|ACIS-S  |LETG   |    5060|GO  |Peterson        | 2015-02-04|  0.009 (SWIFTJ1417.9+2507)|
|15660|archived   |NGC 5548                              |14 17 59.50|+25 08 12.4|2014-03-30 22:37:58|ACIS-S  |LETG   |    5060|GO  |Peterson        | 2015-04-01|  0.009 (SWIFTJ1417.9+2507)|
|13980|archived   |NGC 5674                              |14 33 57.80|+05 28 39.0|2012-03-21 20:46:32|ACIS-I  |NONE   |    5090|GO  |Bottacini       | 2013-03-22|  1.790 (SWIFTJ1433.9+0528)|
|19773|archived   |PSZ1 G325.70+17.31                    |14 47 30.00|-40 20 15.0|2017-05-20 16:05:21|ACIS-I  |NONE   |   20070|GTO |Kraft           | 2018-05-21| 19.255 (SWIFTJ1448.7-4009)|
|22226|archived   |WISEJ144850.99-400845.6               |14 48 50.98|-40 08 45.8|2019-05-19 03:45:14|ACIS-S  |NONE   |   10090|CCT |Koss            | 2019-05-19|  0.002 (SWIFTJ1448.7-4009)|
|15298|archived   |PSZ1 G325.70+17.31                    |14 47 37.30|-40 19 50.2|2013-09-22 09:38:06|ACIS-I  |NONE   |   10080|GTO |Murray          | 2014-09-23| 17.898 (SWIFTJ1448.7-4009)|
| 7531|archived   |IGR J14515-5542                       |14 51 36.96|-55 40 08.4|2007-05-16 07:12:47|ACIS-S  |NONE   |    4950|GO  |Tomsick         | 2008-05-16| 0.734 (SWIFTJ1451.0-5540A)|
| 7894|archived   |IGR J14493-5534                       |14 49 26.90|-55 34 48.0|2006-12-22 19:30:41|ACIS-S  |NONE   |    3620|GTO |Murray          | 2007-12-27|18.750 (SWIFTJ1451.0-5540A)|
|17246|archived   |NuSTAR J145439-5135.3                 |14 54 40.20|-51 35 18.6|2015-06-12 16:01:33|ACIS-S  |NONE   |    4940|GO  |Tomsick         | 2016-06-13|  5.893 (SWIFTJ1454.9-5133)|
|17024|archived   |SDSS J152243.98+032719.8              |15 22 44.00|+03 27 19.8|2015-04-12 00:24:29|ACIS-S  |NONE   |    3780|GO  |Brandt          | 2016-04-13| 18.996 (SWIFTJ1521.8+0334)|
|13399|archived   |NAME XMMU J1532.2-0836                |15 32 13.20|-08 37 01.4|2011-06-27 17:04:29|ACIS-S  |NONE   |   25710|GTO |Predehl         | 2012-06-29| 17.417 (SWIFTJ1533.2-0836)|
|22227|archived   |MCG-1-40-1                            |15 33 20.70|-08 42 01.9|2019-05-19 07:07:53|ACIS-S  |NONE   |   10060|CCT |Koss            | 2019-05-20|  0.002 (SWIFTJ1533.2-0836)|
| 7276|archived   |IGRJ15359-5750                        |15 35 52.80|-57 50 55.0|2006-03-28 04:38:28|HRC-I   |NONE   |    1110|DDT |Israel          | 2006-03-30|  0.001 (SWIFTJ1535.8-5749)|
| 9314|archived   |3C323.1                               |15 47 43.60|+20 52 16.7|2008-06-01 07:50:21|ACIS-S  |NONE   |    8040|GO  |Harris          | 2008-06-02|  0.015 (SWIFTJ1547.5+2050)|
|19885|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-09-21 01:16:27|ACIS-S  |HETG   |   25660|GO  |Nicastro        | 2017-09-26|  0.002 (SWIFTJ1614.0+6544)|
|18799|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-03-21 00:07:04|ACIS-S  |HETG   |   24950|GO  |Nicastro        | 2017-03-22|  0.002 (SWIFTJ1614.0+6544)|
|18814|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-03-18 23:14:21|ACIS-S  |HETG   |   23930|GO  |Nicastro        | 2017-03-21|  0.002 (SWIFTJ1614.0+6544)|
|18144|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-03-18 04:18:40|ACIS-S  |HETG   |   23920|GO  |Nicastro        | 2017-03-21|  0.002 (SWIFTJ1614.0+6544)|
|18145|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-03-19 22:13:59|ACIS-S  |HETG   |   23100|GO  |Nicastro        | 2017-03-22|  0.002 (SWIFTJ1614.0+6544)|
|18146|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-05-06 06:01:40|ACIS-S  |HETG   |   22950|GO  |Nicastro        | 2017-05-09|  0.002 (SWIFTJ1614.0+6544)|
|18844|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-05-07 09:28:25|ACIS-S  |HETG   |   22950|GO  |Nicastro        | 2017-05-09|  0.002 (SWIFTJ1614.0+6544)|
|20022|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2017-03-28 17:08:24|ACIS-S  |HETG   |   22840|GO  |Nicastro        | 2018-04-04|  0.002 (SWIFTJ1614.0+6544)|
|18148|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2017-04-02 03:18:42|ACIS-S  |HETG   |   17170|GO  |Nicastro        | 2018-04-04|  0.002 (SWIFTJ1614.0+6544)|
|19889|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-09-25 20:14:49|ACIS-S  |HETG   |   12530|GO  |Nicastro        | 2017-09-26|  0.002 (SWIFTJ1614.0+6544)|
|18147|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2016-09-24 16:16:51|ACIS-S  |HETG   |   11950|GO  |Nicastro        | 2017-09-26|  0.002 (SWIFTJ1614.0+6544)|
|20047|archived   |Mkn 876                               |16 13 57.20|+65 43 10.0|2017-03-29 06:15:47|ACIS-S  |HETG   |    9940|GO  |Nicastro        | 2018-04-04|  0.002 (SWIFTJ1614.0+6544)|
|27649|archived   |LEDA3078020                           |16 18 36.47|-59 27 17.3|2023-01-13 22:22:42|ACIS-S  |NONE   |    9700|CCT |Koss            | 2023-01-14|  0.001 (SWIFTJ1618.7-5930)|
|13901|archived   |2MASX J16311554+2352577               |16 31 15.50|+23 52 57.5|2012-01-06 14:32:23|ACIS-S  |NONE   |   20010|GO  |Mushotzky       | 2013-01-08|  0.012 (SWIFTJ1631.7+2353)|
|22250|archived   |2MASX J16504275+0436180               |16 50 59.78|+04 40 35.3|2019-06-09 12:42:07|ACIS-S  |NONE   |   10090|CCT |Alexander       | 2019-06-10|  6.029 (SWIFTJ1650.5+0434)|
| 6908|archived   |NGC 6240                              |16 52 58.90|+02 24 03.3|2006-05-16 11:21:50|ACIS-S  |HETG   |  159010|GTO |Canizares       | 2007-05-30|  0.011 (SWIFTJ1652.9+0223)|
|12713|archived   |NGC 6240                              |16 52 59.00|+02 24 01.7|2011-05-31 04:14:51|ACIS-S  |NONE   |  147290|GO  |Fabbiano        | 2012-06-03|  0.046 (SWIFTJ1652.9+0223)|
| 6909|archived   |NGC 6240                              |16 52 58.90|+02 24 03.3|2006-05-11 01:40:44|ACIS-S  |HETG   |  143040|GTO |Canizares       | 2007-05-30|  0.011 (SWIFTJ1652.9+0223)|
| 1590|archived   |NGC 6240                              |16 52 58.90|+02 24 03.4|2001-07-29 05:43:18|ACIS-S  |NONE   |   37160|GTO |Predehl         | 2002-08-06|  0.010 (SWIFTJ1652.9+0223)|
|  438|archived   |NGC 6240                              |16 52 59.00|+02 24 12.0|2000-02-16 05:07:29|HRC-I   |NONE   |   10480|GTO |Murray          | 2001-03-02|  0.145 (SWIFTJ1652.9+0223)|
|22251|archived   |NGC 6240                              |16 52 52.56|+02 31 24.6|2019-06-05 23:46:40|ACIS-S  |NONE   |   10090|CCT |Alexander       | 2019-06-06|  7.517 (SWIFTJ1652.9+0223)|
|13903|archived   |2MASX J17085915+2153082               |17 08 59.10|+21 53 08.1|2012-07-01 04:46:55|ACIS-S  |NONE   |   20070|GO  |Mushotzky       | 2013-07-02|  0.006 (SWIFTJ1708.6+2155)|
|18224|archived   |CSWA 14                               |17 23 36.10|+34 11 57.8|2016-09-03 23:53:47|ACIS-S  |NONE   |   19040|GO  |Johnson         | 2017-09-05|  6.785 (SWIFTJ1723.2+3418)|
|14887|archived   |SNR G359.1+0.9                        |17 38 56.70|-29 08 24.7|2013-02-17 06:03:23|ACIS-I  |NONE   |   11260|GO  |Saz Parkinson   | 2014-03-01| 19.289 (SWIFTJ1737.5-2908)|
|24029|observed   |GDH30                                 |17 38 43.82|-29 17 18.0|2022-08-25 10:04:43|ACIS-I  |NONE   |    5370|GO  |Ponti           | 2023-08-25| 18.889 (SWIFTJ1737.5-2908)|
|24025|observed   |GDH29                                 |17 37 51.21|-29 02 08.4|2022-10-02 12:02:20|ACIS-I  |NONE   |    5360|GO  |Ponti           | 2023-10-03|  7.722 (SWIFTJ1737.5-2908)|
|24031|observed   |GDH30                                 |17 36 17.42|-29 17 29.3|2022-08-25 13:29:52|ACIS-I  |NONE   |    5190|GO  |Ponti           | 2023-08-26| 18.142 (SWIFTJ1737.5-2908)|
|24026|observed   |GDH29                                 |17 36 40.29|-29 02 01.1|2022-10-02 13:52:23|ACIS-I  |NONE   |    5190|GO  |Ponti           | 2023-10-03| 12.108 (SWIFTJ1737.5-2908)|
|24030|observed   |GDH30                                 |17 37 29.82|-29 17 37.6|2022-08-25 11:53:22|ACIS-I  |NONE   |    5190|GO  |Ponti           | 2023-08-25|  9.597 (SWIFTJ1737.5-2908)|
| 9994|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 36 30.86|-28 55 05.1|2009-02-03 20:12:36|ACIS-I  |NONE   |    2190|GO  |Jonker          | 2010-02-05| 18.051 (SWIFTJ1737.5-2908)|
| 8680|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 38 32.83|-29 20 17.9|2008-05-18 19:05:33|ACIS-I  |NONE   |    2190|GTO |Mendez          | 2009-05-20| 18.656 (SWIFTJ1737.5-2908)|
| 8692|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 37 29.18|-29 19 46.5|2008-05-18 12:45:13|ACIS-I  |NONE   |    2190|GTO |Mendez          | 2009-05-19| 11.741 (SWIFTJ1737.5-2908)|
| 8703|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 36 25.45|-29 19 15.2|2008-05-18 05:05:03|ACIS-I  |NONE   |    2190|GTO |Mendez          | 2009-05-19| 17.730 (SWIFTJ1737.5-2908)|
| 8702|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 36 59.92|-29 07 26.9|2008-05-18 04:23:13|ACIS-I  |NONE   |    2190|GTO |Mendez          | 2009-05-19|  6.244 (SWIFTJ1737.5-2908)|
| 8701|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 37 34.24|-28 55 38.2|2008-05-18 03:41:23|ACIS-I  |NONE   |    2190|GTO |Mendez          | 2009-05-19| 12.465 (SWIFTJ1737.5-2908)|
| 8691|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 38 03.53|-29 07 57.2|2008-05-18 13:27:03|ACIS-I  |NONE   |    2180|GTO |Mendez          | 2009-05-19|  7.676 (SWIFTJ1737.5-2908)|
| 8690|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 38 37.74|-28 56 07.3|2008-05-18 14:08:53|ACIS-I  |NONE   |    2180|GTO |Mendez          | 2009-05-19| 19.282 (SWIFTJ1737.5-2908)|
| 9995|archived   |Galactic Bulge Survey (Pos. Gal. Lat.)|17 35 56.41|-29 06 52.8|2009-02-03 19:30:46|ACIS-I  |NONE   |    2180|GO  |Jonker          | 2010-02-05| 20.119 (SWIFTJ1737.5-2908)|
|18656|archived   |GC-GB interface                       |17 37 30.94|-29 01 32.7|2016-07-31 00:49:25|ACIS-I  |NONE   |    2070|GO  |Wang            | 2017-08-01|  6.515 (SWIFTJ1737.5-2908)|
|18662|archived   |GC-GB interface                       |17 36 28.04|-29 21 43.6|2016-07-31 05:51:15|ACIS-I  |NONE   |    1960|GO  |Wang            | 2017-08-01| 18.992 (SWIFTJ1737.5-2908)|
|18658|archived   |GC-GB interface                       |17 37 58.99|-29 15 25.5|2016-07-31 02:51:56|ACIS-I  |NONE   |    1960|GO  |Wang            | 2017-08-01|  9.962 (SWIFTJ1737.5-2908)|
|18661|archived   |GC-GB interface                       |17 37 28.33|-29 25 37.9|2016-07-31 05:06:26|ACIS-I  |NONE   |    1960|GO  |Wang            | 2017-08-01| 17.596 (SWIFTJ1737.5-2908)|
|18657|archived   |GC-GB interface                       |17 36 55.74|-29 11 06.8|2016-07-31 02:07:05|ACIS-I  |NONE   |    1950|GO  |Wang            | 2017-08-01|  7.763 (SWIFTJ1737.5-2908)|
|18655|archived   |GC-GB interface                       |17 38 26.46|-29 02 13.5|2016-07-26 05:33:41|ACIS-I  |NONE   |    1950|GO  |Wang            | 2017-07-26| 13.956 (SWIFTJ1737.5-2908)|
|10263|archived   |ESO 139-G12                           |17 37 39.50|-59 56 29.0|2009-01-26 21:24:28|ACIS-I  |NONE   |    4950|GO  |Farrar          | 2010-01-27| 7.789 (SWIFTJ1737.7-5956B)|
|10080|archived   |IGR J17475-2253                       |17 47 36.20|-22 51 43.2|2009-08-05 07:19:02|HRC-I   |NONE   |    1180|GO  |Revnivtsev      | 2010-08-05|  1.813 (SWIFTJ1747.7-2253)|
|  630|archived   |NGC 6543                              |17 58 33.30|+66 37 59.2|2000-05-10 16:53:31|ACIS-S  |NONE   |   46650|GO  |Chu             | 2001-05-26|  9.382 (SWIFTJ1800.3+6637)|
|24988|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-04-13 08:26:11|HRC-S   |NONE   |   33670|CAL |Calibration     | 2021-04-16| 19.176 (SWIFTJ1800.3+6637)|
|24902|archived   |Cold ECS Blank Sky                    |18 00 00.00|+66 33 38.6|2021-01-12 13:46:21|HRC-S   |NONE   |   31700|CAL |Calibration     | 2021-01-14|  3.342 (SWIFTJ1800.3+6637)|
|11999|archived   |RX J1757.3+6631                       |17 57 19.80|+66 31 39.0|2009-09-26 22:26:56|ACIS-I  |NONE   |   25030|GO  |Lubin           | 2010-09-28| 17.455 (SWIFTJ1800.3+6637)|
|26128|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-10-04 12:56:02|HRC-S   |NONE   |   24700|CAL |Calibration     | 2021-10-07| 19.176 (SWIFTJ1800.3+6637)|
|26196|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-12-21 03:02:54|HRC-S   |NONE   |   22700|CAL |Calibration     | 2021-12-22| 19.176 (SWIFTJ1800.3+6637)|
|26195|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-12-29 01:54:17|HRC-S   |NONE   |   22670|CAL |Calibration     | 2022-01-03| 19.176 (SWIFTJ1800.3+6637)|
|10443|archived   |RX J1757.3+6631                       |17 57 19.80|+66 31 39.0|2009-09-21 14:36:24|ACIS-I  |NONE   |   22030|GO  |Lubin           | 2010-09-28| 17.455 (SWIFTJ1800.3+6637)|
|25017|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-06-15 08:00:37|HRC-S   |NONE   |   21650|CAL |Calibration     | 2021-06-17| 19.176 (SWIFTJ1800.3+6637)|
|24882|archived   |Cold ECS Blank Sky                    |18 00 00.00|+66 33 38.6|2020-12-31 17:04:16|HRC-S   |NONE   |   20010|CAL |Calibration     | 2021-01-07|  3.342 (SWIFTJ1800.3+6637)|
|24987|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-05-01 04:42:18|HRC-S   |NONE   |   17690|CAL |Calibration     | 2021-05-05| 19.176 (SWIFTJ1800.3+6637)|
|26129|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-10-12 21:55:21|HRC-S   |NONE   |   16660|CAL |Calibration     | 2021-10-15| 19.176 (SWIFTJ1800.3+6637)|
|25018|archived   |Cold ECS Blank Sky                    |17 57 45.31|+66 49 59.2|2021-06-22 01:01:32|HRC-S   |NONE   |   11610|CAL |Calibration     | 2021-06-22| 19.176 (SWIFTJ1800.3+6637)|
|18828|archived   |UGC 11185                             |18 16 11.70|+42 39 37.3|2016-05-04 18:29:00|ACIS-S  |NONE   |   25070|GO  |Maksym          | 2017-05-05|  0.013 (SWIFTJ1816.0+4236)|
|17086|archived   |UGC 11185                             |18 16 11.70|+42 39 37.3|2016-04-19 20:56:45|ACIS-S  |NONE   |   23070|GO  |Maksym          | 2017-05-05|  0.013 (SWIFTJ1816.0+4236)|
|18829|archived   |UGC 11185                             |18 16 11.70|+42 39 37.3|2016-04-26 20:09:43|ACIS-S  |NONE   |   20370|GO  |Maksym          | 2017-05-05|  0.013 (SWIFTJ1816.0+4236)|
|23646|archived   |NuSTAR J182620-0711.7                 |18 26 20.50|-07 11 45.1|2021-03-14 14:18:09|ACIS-S  |NONE   |   11950|GO  |Tomsick         | 2022-03-15|  5.845 (SWIFTJ1826.1-0710)|
| 7528|archived   |IGR J18259-0706                       |18 25 58.80|-07 08 09.6|2008-02-14 09:40:51|ACIS-S  |NONE   |    4760|GO  |Tomsick         | 2009-02-17|  2.244 (SWIFTJ1826.1-0710)|
|22115|archived   |CGMW5-04382                           |18 30 50.63|+09 28 42.0|2019-02-19 20:25:20|ACIS-S  |NONE   |   10060|CCT |Koss            | 2019-02-20|  0.002 (SWIFTJ1830.8+0928)|
| 3148|archived   |IRAS 18325-5926                       |18 36 58.00|-59 24 10.0|2002-03-20 11:46:45|ACIS-S  |HETG   |   56900|GTO |Canizares       | 2003-03-29|  0.041 (SWIFTJ1836.9-5924)|
| 3452|archived   |IRAS 18325-5926                       |18 36 58.00|-59 24 10.0|2002-03-23 16:11:16|ACIS-S  |HETG   |   51090|GTO |Canizares       | 2003-03-29|  0.041 (SWIFTJ1836.9-5924)|
|26700|observed   |ESO 103-35                            |18 38 20.32|-65 25 39.1|2023-01-29 12:50:35|ACIS-S  |NONE   |   10190|GO  |Ma              | 2023-08-02|  0.001 (SWIFTJ1838.4-6524)|
|22266|archived   |Fairall 51                            |18 44 54.00|-62 21 53.4|2019-06-29 13:23:30|ACIS-S  |HETG   |   60090|GTO |Canizares       | 2020-07-01|  0.009 (SWIFTJ1844.5-6221)|
|20777|archived   |Fairall 51                            |18 44 54.00|-62 21 53.4|2019-06-25 05:44:45|ACIS-S  |HETG   |   55320|GTO |Canizares       | 2020-07-01|  0.009 (SWIFTJ1844.5-6221)|
|20776|archived   |Fairall 51                            |18 44 54.00|-62 21 53.4|2018-06-18 14:58:43|ACIS-S  |HETG   |   50710|GTO |Canizares       | 2019-06-25|  0.009 (SWIFTJ1844.5-6221)|
|21107|archived   |Fairall 51                            |18 44 54.00|-62 21 53.4|2018-06-22 17:46:30|ACIS-S  |HETG   |   45790|GTO |Canizares       | 2019-06-25|  0.009 (SWIFTJ1844.5-6221)|
|21108|archived   |Fairall 51                            |18 44 54.00|-62 21 53.4|2018-06-24 02:47:47|ACIS-S  |HETG   |   25770|GTO |Canizares       | 2019-06-25|  0.009 (SWIFTJ1844.5-6221)|
|27177|unobserved |CGCG341-006                           |18 45 26.24|+72 11 01.7|                   |ACIS-S  |NONE   |   46000|GO  |Koss            |           |  0.015 (SWIFTJ1845.4+7211)|
|27176|unobserved |CGCG341-006                           |18 45 26.24|+72 11 01.7|         2023-09-04|ACIS-S  |NONE   |   30000|GO  |Koss            |           |  0.015 (SWIFTJ1845.4+7211)|
|27175|unobserved |CGCG341-006                           |18 45 26.24|+72 11 01.7|         2023-09-04|ACIS-S  |NONE   |   30000|GO  |Koss            |           |  0.015 (SWIFTJ1845.4+7211)|
|27174|unobserved |CGCG341-006                           |18 45 26.24|+72 11 01.7|         2023-08-28|ACIS-S  |NONE   |   30000|GO  |Koss            |           |  0.015 (SWIFTJ1845.4+7211)|
|18140|archived   |CGCG 341-006                          |18 45 26.20|+72 11 02.0|2017-01-01 13:46:48|ACIS-S  |NONE   |   25070|GO  |Koss            | 2018-01-02|  0.021 (SWIFTJ1845.4+7211)|
|26910|unobserved |CGCG341-006                           |18 45 26.24|+72 11 01.7|         2023-08-07|ACIS-S  |NONE   |   20000|GO  |Koss            |           |  0.015 (SWIFTJ1845.4+7211)|
|12838|archived   |2MASX J18452628+7211008               |18 45 03.60|+72 11 59.3|2011-03-10 01:09:12|ACIS-I  |NONE   |    4750|GO  |Bottacini       | 2012-03-10|  1.990 (SWIFTJ1845.4+7211)|
|23142|archived   |SSTSL2J185600.55+153758.4             |18 56 00.55|+15 37 58.4|2020-02-09 16:12:40|ACIS-S  |NONE   |   10070|CCT |Koss            | 2020-02-10|  0.216 (SWIFTJ1856.1+1539)|
|14049|archived   |2MASX J18570768-7828212               |18 57 55.40|-78 30 18.4|2011-12-16 23:30:07|ACIS-I  |NONE   |    5060|GO  |Ajello          | 2012-12-18|  3.076 (SWIFTJ1856.2-7829)|
|13171|archived   |1RXS J192430.2+510146                 |19 24 30.20|+51 01 46.0|2010-11-07 07:48:43|ACIS-S  |NONE   |    3760|DDT |Liu             | 2011-02-08| 19.211 (SWIFTJ1925.0+5041)|
|13169|archived   |1RXS J192607.1+505252                 |19 26 07.10|+50 52 52.0|2010-11-12 15:57:48|ACIS-S  |NONE   |    2970|DDT |Liu             | 2011-02-14| 14.074 (SWIFTJ1925.0+5041)|
| 2968|archived   |3C403                                 |19 52 16.00|+02 30 28.0|2002-12-07 17:24:51|ACIS-S  |NONE   |   50130|GTO |Murray          | 2003-12-11|  0.080 (SWIFTJ1952.4+0237)|
|13893|archived   |ESO 399-20                            |20 06 57.70|-34 32 58.0|2012-06-18 10:21:56|ACIS-S  |NONE   |   10070|GO  |Mushotzky       | 2013-06-19|  0.072 (SWIFTJ2007.0-3433)|
|23095|archived   |NGC 6860                              |20 08 46.89|-61 05 59.8|2019-12-13 20:47:33|ACIS-S  |HETG   |   33290|GO  |Mehdipour       | 2022-07-08|  0.000 (SWIFTJ2009.0-6103)|
|24779|archived   |NGC 6860                              |20 08 46.89|-61 05 59.8|2021-02-27 00:14:58|ACIS-S  |HETG   |   30080|GO  |Mehdipour       | 2022-07-08|  0.000 (SWIFTJ2009.0-6103)|
|24780|archived   |NGC 6860                              |20 08 46.89|-61 05 59.8|2020-11-29 03:26:41|ACIS-S  |HETG   |   30080|GO  |Mehdipour       | 2022-07-08|  0.000 (SWIFTJ2009.0-6103)|
|22969|archived   |NGC 6860                              |20 08 46.89|-61 05 59.8|2021-07-07 16:40:36|ACIS-S  |HETG   |   29840|GO  |Mehdipour       | 2022-07-08|  0.000 (SWIFTJ2009.0-6103)|
