Results from heasarc_chanmaster: Chandra Observations
Coordinate system:  Equatorial
|obsid|status     |name                                  |ra         |dec        |time               |detector|grating|exposure|type|pi              |public_date|_Search_Offset             |
| 9180|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2008-03-16 00:13:41|ACIS-S  |NONE   |   15140|GTO |Chartas         | 2009-03-17|  0.032 (SWIFTJ1131.9-1233)|
| 9240|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2008-11-11 10:17:11|ACIS-S  |NONE   |   15140|GO  |Kochanek        | 2009-11-12|  0.032 (SWIFTJ1131.9-1233)|
| 9239|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2008-07-05 02:53:16|ACIS-S  |NONE   |   15120|GO  |Kochanek        | 2009-07-08|  0.032 (SWIFTJ1131.9-1233)|
| 9238|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2008-06-01 01:21:58|ACIS-S  |NONE   |   15070|GO  |Kochanek        | 2009-06-09|  0.032 (SWIFTJ1131.9-1233)|
|13962|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2012-04-11 00:44:00|ACIS-S  |NONE   |   15070|GO  |Dai             | 2013-04-12|  0.032 (SWIFTJ1131.9-1233)|
|12833|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2011-02-25 22:27:51|ACIS-S  |NONE   |   15010|GO  |Kochanek        | 2012-02-27|  0.032 (SWIFTJ1131.9-1233)|
|12834|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2011-11-09 05:58:40|ACIS-S  |NONE   |   15010|GO  |Kochanek        | 2012-11-10|  0.032 (SWIFTJ1131.9-1233)|
|19625|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2018-12-10 04:18:29|ACIS-S  |NONE   |   12570|GO  |Chartas         | 2019-12-11|  0.032 (SWIFTJ1131.9-1233)|
|21995|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2018-12-10 17:26:26|ACIS-S  |NONE   |   12570|GO  |Chartas         | 2019-12-11|  0.032 (SWIFTJ1131.9-1233)|
|14512|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2014-07-12 01:07:46|ACIS-S  |NONE   |   11070|GO  |Kochanek        | 2015-07-13|  0.032 (SWIFTJ1131.9-1233)|
|21976|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2018-11-27 08:39:39|ACIS-S  |NONE   |   11070|GO  |Chartas         | 2019-11-28|  0.032 (SWIFTJ1131.9-1233)|
| 4814|archived   |1RXSJ113155.4-123155                  |11 31 55.40|-12 31 55.0|2004-04-12 05:18:06|ACIS-S  |NONE   |   10180|GO  |Claeskens       | 2005-04-13|  0.944 (SWIFTJ1131.9-1233)|
|14508|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2012-12-12 03:38:54|ACIS-S  |NONE   |   10070|GO  |Kochanek        | 2013-12-12|  0.032 (SWIFTJ1131.9-1233)|
|14511|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2014-06-13 17:02:36|ACIS-S  |NONE   |   10070|GO  |Kochanek        | 2015-06-16|  0.032 (SWIFTJ1131.9-1233)|
|14509|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2013-11-30 17:21:01|ACIS-S  |NONE   |   10070|GO  |Kochanek        | 2014-12-02|  0.032 (SWIFTJ1131.9-1233)|
|14507|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2012-11-18 21:02:53|ACIS-S  |NONE   |   10070|GO  |Kochanek        | 2013-11-19|  0.032 (SWIFTJ1131.9-1233)|
|14510|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2014-01-03 12:14:54|ACIS-S  |NONE   |    9650|GO  |Kochanek        | 2015-01-07|  0.032 (SWIFTJ1131.9-1233)|
| 7787|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-02-13 16:11:57|ACIS-S  |NONE   |    5190|GO  |Kochanek        | 2008-02-14|  0.032 (SWIFTJ1131.9-1233)|
| 7789|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-04-16 02:57:51|ACIS-S  |NONE   |    5190|GO  |Kochanek        | 2008-04-16|  0.032 (SWIFTJ1131.9-1233)|
| 6914|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2006-04-15 14:19:17|ACIS-S  |NONE   |    5190|GTO |Garmire         | 2007-04-16|  0.032 (SWIFTJ1131.9-1233)|
| 7785|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-01-01 10:00:52|ACIS-S  |NONE   |    5180|GO  |Kochanek        | 2008-01-03|  0.032 (SWIFTJ1131.9-1233)|
| 6913|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2006-03-10 07:58:59|ACIS-S  |NONE   |    5180|GTO |Garmire         | 2007-03-13|  0.032 (SWIFTJ1131.9-1233)|
| 7790|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-04-25 12:04:43|ACIS-S  |NONE   |    5180|GO  |Kochanek        | 2008-04-26|  0.032 (SWIFTJ1131.9-1233)|
| 5245|archived   |1RXSJ113155.4-123155                  |11 31 55.40|-12 31 55.0|2004-04-12 08:39:13|ACIS-S  |NONE   |    5160|GO  |Claeskens       | 2005-04-14|  0.944 (SWIFTJ1131.9-1233)|
| 7792|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-06-11 17:25:22|ACIS-S  |NONE   |    5160|GO  |Kochanek        | 2008-06-12|  0.032 (SWIFTJ1131.9-1233)|
| 7793|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-07-24 19:24:25|ACIS-S  |NONE   |    5150|GO  |Kochanek        | 2008-07-25|  0.032 (SWIFTJ1131.9-1233)|
| 7794|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-07-30 23:36:30|ACIS-S  |NONE   |    5140|GO  |Kochanek        | 2008-07-31|  0.032 (SWIFTJ1131.9-1233)|
| 7786|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2006-12-17 06:34:25|ACIS-S  |NONE   |    5140|GO  |Kochanek        | 2007-12-18|  0.032 (SWIFTJ1131.9-1233)|
| 6916|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2006-11-13 13:41:57|ACIS-S  |NONE   |    5130|GTO |Garmire         | 2007-11-14|  0.032 (SWIFTJ1131.9-1233)|
| 7791|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-06-04 03:53:11|ACIS-S  |NONE   |    5130|GO  |Kochanek        | 2008-06-05|  0.032 (SWIFTJ1131.9-1233)|
| 6915|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2006-11-10 22:03:57|ACIS-S  |NONE   |    5120|GTO |Garmire         | 2007-11-13|  0.032 (SWIFTJ1131.9-1233)|
| 7788|archived   |QSO J1131-1231                        |11 31 51.60|-12 31 57.0|2007-02-18 23:58:43|ACIS-S  |NONE   |    4880|GO  |Kochanek        | 2008-02-20|  0.032 (SWIFTJ1131.9-1233)|
| 6912|archived   |RXJ 1131-1231                         |11 31 51.60|-12 31 57.0|2006-03-15 00:56:30|ACIS-S  |NONE   |    4700|GTO |Garmire         | 2007-03-15|  0.032 (SWIFTJ1131.9-1233)|
|12863|archived   |Mrk 0739E                             |11 36 29.40|+21 35 46.0|2011-04-22 02:26:55|ACIS-S  |NONE   |   13010|GO  |Mushotzky       | 2012-04-22|  0.029 (SWIFTJ1136.0+2132)|
|16291|archived   |UGC06732                              |11 45 33.20|+58 58 40.0|2014-03-14 06:38:08|ACIS-S  |NONE   |   11070|GTO |Murray          | 2015-03-15|  0.024 (SWIFTJ1145.2+5905)|
|12873|archived   |2MASX J11454045-1827149               |11 45 40.80|-18 27 00.0|2010-12-15 09:05:32|ACIS-S  |NONE   |   16010|GO  |Mushotzky       | 2011-12-16|  0.262 (SWIFTJ1145.6-1819)|
|23700|archived   |MCG+05-28-032                         |11 48 45.96|+29 38 28.6|2022-02-23 19:34:48|ACIS-S  |NONE   |    2240|GO  |Foord           | 2023-03-02|  0.000 (SWIFTJ1148.7+2941)|
|18167|archived   |SDSS J114921.52+532013.4              |11 49 21.50|+53 20 13.6|2016-01-17 22:09:30|ACIS-S  |NONE   |   10070|GO  |Koss            | 2017-01-19|  0.007 (SWIFTJ1149.3+5307)|
|22966|archived   |IC 750                                |11 58 52.22|+42 43 20.6|2020-07-30 10:52:08|ACIS-S  |NONE   |   49170|GO  |Zaw             | 2022-08-02|  9.124 (SWIFTJ1158.9+4234)|
|22967|archived   |IC 750                                |11 58 52.22|+42 43 20.6|2021-02-22 00:54:46|ACIS-S  |NONE   |   30110|GO  |Zaw             | 2022-08-02|  9.124 (SWIFTJ1158.9+4234)|
|17006|archived   |IC750                                 |11 58 52.20|+42 43 20.2|2014-10-05 01:14:28|ACIS-S  |NONE   |   30090|GO  |Darling         | 2015-10-06|  9.117 (SWIFTJ1158.9+4234)|
|25095|archived   |IC 750                                |11 58 52.22|+42 43 20.6|2021-07-28 09:18:00|ACIS-S  |NONE   |   25110|GO  |Zaw             | 2022-08-02|  9.124 (SWIFTJ1158.9+4234)|
|22603|archived   |IC 750                                |11 58 52.22|+42 43 20.6|2021-07-25 23:35:37|ACIS-S  |NONE   |   25110|GO  |Zaw             | 2022-08-02|  9.124 (SWIFTJ1158.9+4234)|
|24968|archived   |IC 750                                |11 58 52.22|+42 43 20.6|2021-02-22 16:47:28|ACIS-S  |NONE   |   19920|GO  |Zaw             | 2022-08-02|  9.124 (SWIFTJ1158.9+4234)|
|24736|archived   |J1200-0341                            |12 00 58.42|-03 41 17.3|2021-04-15 12:51:48|ACIS-S  |NONE   |   18110|GTO |Kraft           | 2022-04-16|  4.020 (SWIFTJ1201.2-0341)|
|12990|archived   |2XMM J120405.8+201345                 |12 04 05.90|+20 13 45.0|2011-07-13 07:33:35|ACIS-S  |NONE   |    5060|GO  |Sutton          | 2012-07-15|  7.641 (SWIFTJ1204.5+2019)|
|11778|archived   |NGC4291                               |12 20 17.80|+75 22 15.2|2010-12-11 12:21:00|ACIS-S  |NONE   |   30160|GO  |Gultekin        | 2011-12-13|  6.547 (SWIFTJ1222.4+7520)|
|21420|archived   |NGC4500                               |12 31 22.10|+57 57 53.0|2019-08-11 06:49:57|ACIS-S  |NONE   |   19060|GO  |Elvis           | 2020-08-13|  0.010 (SWIFTJ1231.4+5758)|
|27248|archived   |IGRJ12391-1612                        |12 38 49.95|-16 14 26.7|2022-08-14 13:05:26|ACIS-S  |NONE   |   11090|CCT |Alexander       | 2022-08-14|  5.362 (SWIFTJ1239.3-1611)|
| 6276|archived   |IGR J12391-1612                       |12 39 07.20|-16 11 45.6|2005-07-25 11:32:35|ACIS-I  |NONE   |    3260|DDT |Sunyaev         | 2005-07-27|  0.998 (SWIFTJ1239.3-1611)|
|23348|archived   |Mrk653                                |12 39 51.67|+34 58 29.8|2020-08-09 08:01:22|ACIS-S  |NONE   |   10090|CCT |Koss            | 2020-08-09| 0.000 (SWIFTJ1240.2+3457A)|
| 5689|archived   |AX J1241.3+3501                       |12 41 21.70|+35 01 01.0|2005-02-27 11:18:25|ACIS-S  |NONE   |    5080|GO  |Nandra          | 2006-02-28|18.610 (SWIFTJ1240.2+3457A)|
| 2164|archived   |2MASS J13000535+1632148               |13 00 05.40|+16 32 14.8|2001-07-30 02:13:58|ACIS-I  |NONE   |     930|GO  |Wilkes          | 2002-08-06|  0.012 (SWIFTJ1300.1+1635)|
|11678|archived   |NGC 4939                              |13 04 14.39|-10 20 22.6|2010-06-09 12:31:00|ACIS-S  |NONE   |   15010|GO  |Jenkins         | 2011-06-10|  0.016 (SWIFTJ1304.3-1022)|
|27793|archived   |NGC4939_s1                            |13 04 32.67|-10 24 35.9|2023-04-10 20:43:27|ACIS-S  |NONE   |   10490|CCT |Alexander       | 2023-04-13|  6.181 (SWIFTJ1304.3-1022)|
|11849|archived   |ESO 323-G077                          |13 06 26.10|-40 24 52.0|2010-04-21 12:44:35|ACIS-S  |HETG   |  120080|GTO |Canizares       | 2011-04-26| 0.011 (SWIFTJ1306.4-4025A)|
|12204|archived   |ESO 323-G077                          |13 06 26.10|-40 24 52.0|2010-04-24 04:05:19|ACIS-S  |HETG   |   68450|GTO |Canizares       | 2011-04-26| 0.011 (SWIFTJ1306.4-4025A)|
|12139|archived   |ESO 323-G077                          |13 06 26.10|-40 24 52.0|2010-04-19 09:16:21|ACIS-S  |HETG   |   60520|GTO |Canizares       | 2011-04-26| 0.011 (SWIFTJ1306.4-4025A)|
|11848|archived   |ESO 323-G077                          |13 06 26.10|-40 24 52.0|2010-04-14 09:56:37|ACIS-S  |HETG   |   46660|GTO |Canizares       | 2011-04-26| 0.011 (SWIFTJ1306.4-4025A)|
| 9449|archived   |IGR J13133-1109                       |13 13 29.00|-11 09 09.0|2008-08-22 16:00:18|ACIS-I  |NONE   |    2130|GO  |Walter          | 2009-08-25|  5.875 (SWIFTJ1313.1-1108)|
|23730|archived   |IISZ10                                |13 13 05.79|-11 07 42.4|2021-03-29 05:36:35|ACIS-S  |NONE   |    2070|GO  |Foord           | 2022-03-29|  0.003 (SWIFTJ1313.1-1108)|
|27802|observed   |MCG-03-34-64                          |13 22 24.49|-16 43 42.1|2023-04-20 23:56:19|ACIS-S  |NONE   |   18580|GO  |Turner          | 2024-04-22|  0.010 (SWIFTJ1322.2-1641)|
|27803|observed   |MCG-03-34-64                          |13 22 24.49|-16 43 42.1|2023-04-21 10:12:57|ACIS-S  |NONE   |   17580|GO  |Turner          | 2024-04-22|  0.010 (SWIFTJ1322.2-1641)|
|25253|observed   |MCG-03-34-64                          |13 22 24.49|-16 43 42.1|2023-04-19 08:39:32|ACIS-S  |NONE   |   16230|GO  |Turner          | 2024-04-22|  0.010 (SWIFTJ1322.2-1641)|
|27267|archived   |IRAS13197-1627                        |13 22 53.24|-16 36 44.8|2022-08-27 18:28:45|ACIS-S  |NONE   |   11080|CCT |Alexander       | 2022-08-29|  9.797 (SWIFTJ1322.2-1641)|
|27786|archived   |IRAS13197m1627_s4                     |13 22 50.51|-16 45 11.2|2023-04-05 17:03:08|ACIS-S  |NONE   |   10080|CCT |Alexander       | 2023-04-07|  6.410 (SWIFTJ1322.2-1641)|
| 7373|archived   |XMMU J132218.3-164247                 |13 22 18.30|-16 42 47.7|2006-07-31 03:23:15|ACIS-S  |NONE   |    7180|DDT |Miniutti        | 2006-07-31|  1.734 (SWIFTJ1322.2-1641)|
|23690|archived   |MCG-03-34-064                         |13 22 24.49|-16 43 42.1|2021-03-29 00:11:29|ACIS-S  |NONE   |    3270|GO  |Foord           | 2022-03-30|  0.010 (SWIFTJ1322.2-1641)|
|26701|observed   |ESO 383-18                            |13 33 26.10|-34 00 53.4|2023-01-06 21:14:12|ACIS-S  |NONE   |   11100|GO  |Ma              | 2023-07-07|  0.001 (SWIFTJ1333.5-3401)|
|23687|archived   |ESO383-18                             |13 33 26.10|-34 00 53.4|2021-04-03 10:15:30|ACIS-S  |NONE   |    2090|GO  |Foord           | 2022-04-04|  0.001 (SWIFTJ1333.5-3401)|
| 4760|archived   |MCG-06-30-015                         |13 35 53.70|-34 17 45.0|2004-05-19 04:12:02|ACIS-S  |HETG   |  172250|GTO |Canizares       | 2005-06-14|  0.020 (SWIFTJ1335.8-3416)|
| 4759|archived   |MCG-06-30-015                         |13 35 53.70|-34 17 45.0|2004-05-24 12:06:56|ACIS-S  |HETG   |  161140|GTO |Canizares       | 2005-06-14|  0.020 (SWIFTJ1335.8-3416)|
| 4761|archived   |MCG-06-30-015                         |13 35 53.70|-34 17 45.0|2004-05-21 20:03:52|ACIS-S  |HETG   |  158790|GTO |Canizares       | 2005-06-14|  0.020 (SWIFTJ1335.8-3416)|
|  433|archived   |MCG -6-30-15                          |13 35 53.70|-34 17 45.0|2000-04-05 11:47:39|ACIS-S  |HETG   |  128230|GTO |Fabian          | 2002-02-06|  0.020 (SWIFTJ1335.8-3416)|
|27377|unobserved |MCG -6 -30-15                         |13 35 53.77|-34 17 44.2|         2024-04-29|ACIS-S  |HETG   |   52000|GTO |Canizares       |           |  0.000 (SWIFTJ1335.8-3416)|
| 4762|archived   |MCG-06-30-015                         |13 35 53.70|-34 17 45.0|2004-05-27 02:28:34|ACIS-S  |HETG   |   38160|GTO |Canizares       | 2005-06-14|  0.020 (SWIFTJ1335.8-3416)|
|27431|unobserved |MCG -6 -30-15                         |13 35 53.77|-34 17 44.2|         2024-04-22|ACIS-S  |HETG   |   30000|GTO |Canizares       |           |  0.000 (SWIFTJ1335.8-3416)|
|27433|unobserved |MCG -6 -30-15                         |13 35 53.77|-34 17 44.2|         2024-04-15|ACIS-S  |HETG   |   30000|GTO |Canizares       |           |  0.000 (SWIFTJ1335.8-3416)|
|27428|unobserved |MCG -6 -30-15                         |13 35 53.77|-34 17 44.2|         2024-04-15|ACIS-S  |HETG   |   30000|GTO |Canizares       |           |  0.000 (SWIFTJ1335.8-3416)|
|27429|unobserved |MCG -6 -30-15                         |13 35 53.77|-34 17 44.2|         2024-04-22|ACIS-S  |HETG   |   30000|GTO |Canizares       |           |  0.000 (SWIFTJ1335.8-3416)|
|27432|unobserved |MCG -6 -30-15                         |13 35 53.77|-34 17 44.2|         2024-04-29|ACIS-S  |HETG   |   30000|GTO |Canizares       |           |  0.000 (SWIFTJ1335.8-3416)|
|27430|unobserved |MCG -6 -30-15                         |13 35 53.77|-34 17 44.2|         2024-04-22|ACIS-S  |HETG   |   30000|GTO |Canizares       |           |  0.000 (SWIFTJ1335.8-3416)|
|15022|archived   |NGC 5252                              |13 38 15.90|+04 32 33.3|2013-03-07 09:12:03|ACIS-S  |NONE   |   70600|GO  |Wang            | 2014-05-14|  0.008 (SWIFTJ1338.2+0433)|
|15621|archived   |NGC 5252                              |13 38 15.90|+04 32 33.3|2013-05-09 06:20:07|ACIS-S  |NONE   |   65070|GO  |Wang            | 2014-05-14|  0.008 (SWIFTJ1338.2+0433)|
| 4054|archived   |NGC 5252                              |13 38 15.90|+04 32 33.0|2003-08-11 01:09:35|ACIS-S  |NONE   |   63130|GO  |DADINA          | 2004-08-18|  0.011 (SWIFTJ1338.2+0433)|
|15618|archived   |NGC 5252                              |13 38 15.90|+04 32 33.3|2013-03-04 10:17:03|ACIS-S  |NONE   |   42070|GO  |Wang            | 2014-05-14|  0.008 (SWIFTJ1338.2+0433)|
|14913|archived   |Mrk 67                                |13 41 56.50|+30 31 09.6|2013-12-29 20:00:51|ACIS-S  |NONE   |   22970|GO  |Chary           | 2014-12-30| 12.937 (SWIFTJ1341.2+3023)|
| 3120|archived   |PKS 1343-601                          |13 46 49.00|-60 24 30.0|2002-07-24 16:26:53|ACIS-S  |NONE   |    5160|GO  |Marshall        | 2003-07-31| 13.831 (SWIFTJ1347.4-6033)|
|20070|archived   |IC4329a                               |13 49 19.30|-30 18 33.8|2017-06-06 09:30:05|ACIS-S  |HETG   |   93350|GTO |Kaastra         | 2018-06-15|  0.011 (SWIFTJ1349.3-3018)|
| 2177|archived   |IC 4329A                              |13 49 19.20|-30 18 34.0|2001-08-26 06:09:53|ACIS-S  |HETG   |   60050|GO  |Madejski        | 2002-10-03|  0.014 (SWIFTJ1349.3-3018)|
|20095|archived   |IC4329a                               |13 49 19.30|-30 18 33.8|2017-06-13 09:01:44|ACIS-S  |HETG   |   33840|GTO |Kaastra         | 2018-06-15|  0.011 (SWIFTJ1349.3-3018)|
|20096|archived   |IC4329a                               |13 49 19.30|-30 18 33.8|2017-06-14 13:39:43|ACIS-S  |HETG   |   20080|GTO |Kaastra         | 2018-06-15|  0.011 (SWIFTJ1349.3-3018)|
|20097|archived   |IC4329a                               |13 49 19.30|-30 18 33.8|2017-06-17 16:50:48|ACIS-S  |HETG   |   17080|GTO |Kaastra         | 2018-06-15|  0.011 (SWIFTJ1349.3-3018)|
|19744|archived   |IC4329a                               |13 49 19.30|-30 18 33.8|2017-06-12 15:06:15|ACIS-S  |HETG   |   12580|GTO |Kaastra         | 2018-06-15|  0.011 (SWIFTJ1349.3-3018)|
| 3297|archived   |HELLAS 94                             |13 48 24.30|-30 25 47.0|2002-07-16 02:20:47|ACIS-I  |NONE   |    1470|GO  |LA FRANCA       | 2003-07-22| 13.877 (SWIFTJ1349.3-3018)|
|23726|archived   |CGCG17-73                             |13 49 52.84|+02 04 45.1|2021-04-03 11:22:37|ACIS-S  |NONE   |    4480|GO  |Foord           | 2022-04-04|  0.001 (SWIFTJ1349.7+0209)|
| 4913|archived   |Mrk 463                               |13 56 02.90|+18 22 19.0|2004-06-11 23:05:43|ACIS-S  |NONE   |   49960|GTO |Predehl         | 2005-06-14|  0.005 (SWIFTJ1355.9+1822)|
|18194|archived   |SDSS J135602.62+182217.7              |13 56 02.60|+18 22 17.8|2016-03-10 09:34:32|ACIS-S  |NONE   |   10060|GO  |Satyapal        | 2017-03-10|  0.072 (SWIFTJ1355.9+1822)|
| 3298|archived   |HELLAS 226                            |13 55 55.70|+18 14 16.7|2002-07-22 01:35:04|ACIS-I  |NONE   |    1310|GO  |LA FRANCA       | 2003-07-31|  8.212 (SWIFTJ1355.9+1822)|
|12823|archived   |Circinus Galaxy                       |14 13 09.90|-65 20 21.0|2010-12-17 18:10:27|ACIS-S  |NONE   |  154380|GO  |Mingo           | 2011-12-27|  0.009 (SWIFTJ1412.9-6522)|
|10223|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-15 15:46:15|ACIS-S  |HETG   |  105160|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|10224|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-23 11:25:12|ACIS-S  |HETG   |   78680|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|10225|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-26 04:02:06|ACIS-S  |HETG   |   69280|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|62877|archived   |CIRCINUS GALAXY                       |14 13 10.20|-65 20 20.6|2000-06-16 00:38:28|ACIS-S  |HETG   |   61400|GTO |Garmire         | 2001-06-29|  0.031 (SWIFTJ1412.9-6522)|
| 4771|archived   |Circinus Galaxy                       |14 13 10.20|-65 20 20.8|2004-11-28 18:26:32|ACIS-S  |HETG   |   60180|GO  |Matt            | 2005-12-03|  0.031 (SWIFTJ1412.9-6522)|
|10843|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-29 10:10:49|ACIS-S  |HETG   |   58180|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
| 4770|archived   |Circinus Galaxy                       |14 13 10.20|-65 20 20.8|2004-06-02 12:40:42|ACIS-S  |HETG   |   56100|GO  |Matt            | 2005-06-07|  0.031 (SWIFTJ1412.9-6522)|
| 9140|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-10-26 10:24:46|ACIS-S  |NONE   |   55430|GO  |Bauer           | 2009-10-28|  0.400 (SWIFTJ1412.9-6522)|
|26037|observed   |Circinus Galaxy                       |14 13 09.91|-65 20 20.5|2022-07-22 15:18:53|ACIS-S  |HETG   |   40080|GTO |Canizares       | 2023-07-29|  0.000 (SWIFTJ1412.9-6522)|
|12824|archived   |Circinus Galaxy                       |14 13 09.90|-65 20 21.0|2010-12-24 03:38:54|ACIS-S  |NONE   |   39400|GO  |Mingo           | 2011-12-27|  0.009 (SWIFTJ1412.9-6522)|
|10842|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-27 12:03:26|ACIS-S  |HETG   |   37500|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|26091|observed   |Circinus Galaxy                       |14 13 09.91|-65 20 20.5|2022-07-28 06:05:30|ACIS-S  |HETG   |   30080|GTO |Canizares       | 2023-07-29|  0.000 (SWIFTJ1412.9-6522)|
|21688|archived   |SN 1996cr                             |14 13 10.05|-65 20 44.8|2018-11-27 21:04:52|ACIS-S  |NONE   |   29060|GTO |Kraft           | 2019-12-01|  0.406 (SWIFTJ1412.9-6522)|
|10833|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-22 07:29:35|ACIS-S  |HETG   |   28980|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|10844|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-24 23:17:37|ACIS-S  |HETG   |   27730|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|  356|archived   |CIRCINUS GALAXY                       |14 13 10.20|-65 20 21.0|2000-03-14 07:46:18|ACIS-S  |NONE   |   23370|GTO |Wilson          | 2001-05-19|  0.032 (SWIFTJ1412.9-6522)|
|21974|archived   |SN 1996cr                             |14 13 10.05|-65 20 44.8|2018-11-30 18:07:40|ACIS-S  |NONE   |   22060|GTO |Kraft           | 2019-12-01|  0.406 (SWIFTJ1412.9-6522)|
|10832|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-19 18:15:08|ACIS-S  |HETG   |   21050|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|10937|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2009-12-28 21:10:27|ACIS-S  |NONE   |   20190|GO  |Bauer           | 2010-12-29|  0.400 (SWIFTJ1412.9-6522)|
|10226|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2008-12-08 17:57:06|ACIS-S  |HETG   |   20080|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|10873|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2009-03-01 23:28:35|ACIS-S  |HETG   |   18470|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|10872|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2009-03-04 15:29:52|ACIS-S  |HETG   |   16870|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|10850|archived   |SN1996cr                              |14 13 10.00|-65 20 44.5|2009-03-03 00:43:18|ACIS-S  |HETG   |   14130|GO  |Bauer           | 2010-03-10|  0.400 (SWIFTJ1412.9-6522)|
|25365|observed   |Circinus galaxy                       |14 13 09.91|-65 20 20.5|2022-07-11 19:15:09|ACIS-S  |NONE   |   10090|GO  |Marinucci       | 2023-07-12|  0.000 (SWIFTJ1412.9-6522)|
|25366|observed   |Circinus galaxy                       |14 13 09.91|-65 20 20.5|2022-07-24 14:49:11|ACIS-S  |NONE   |   10090|GO  |Marinucci       | 2023-07-25|  0.000 (SWIFTJ1412.9-6522)|
|  374|archived   |CIRCINUS GALAXY                       |14 13 10.20|-65 20 20.6|2000-06-15 22:01:09|ACIS-S  |HETG   |    7260|GTO |Garmire         | 2001-06-29|  0.031 (SWIFTJ1412.9-6522)|
|  365|archived   |CIRCINUS GALAXY                       |14 13 10.20|-65 20 21.0|2000-03-14 06:01:26|ACIS-S  |NONE   |    5480|GTO |Wilson          | 2001-05-19|  0.032 (SWIFTJ1412.9-6522)|
| 2454|archived   |CIRCINUS GALAXY                       |14 13 09.30|-65 20 21.0|2001-05-02 16:02:48|ACIS-S  |NONE   |    4500|DDT |Matt            | 2001-05-10|  0.064 (SWIFTJ1412.9-6522)|
|  355|archived   |CIRCINUS GALAXY                       |14 13 10.20|-65 20 21.0|2000-01-16 10:18:17|ACIS-S  |NONE   |    1820|GTO |Wilson          | 2001-02-11|  0.032 (SWIFTJ1412.9-6522)|
