SwiftName,xtable
SWIFTJ2203.0p3146,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010000/r22198016/enhanced/SPITZER_S5_22198016_01_merge.tbl
SWIFTJ2204.7p0337,null
SWIFTJ2207.3p1013,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r25407488/enhanced/SPITZER_S5_25407488_01_merge.tbl
SWIFTJ2209.1m2747,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26872320/enhanced/SPITZER_S5_26872320_01_merge.tbl
SWIFTJ2209.4m4711,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003100/r4856320/enhanced/SPITZER_S5_4856320_01_merge.tbl
SWIFTJ2211.7p1843,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006800/r14202112/enhanced/SPITZER_S5_14202112_01_merge.tbl
SWIFTJ2214.2m2557,null
SWIFTJ2217.0p1413,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006000/r14202368/enhanced/SPITZER_S5_14202368_01_merge.tbl
SWIFTJ2219.7p2614,null
SWIFTJ2223.8p1143,null
SWIFTJ2223.9m0207,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004000/r10830080/enhanced/SPITZER_S5_10830080_01_merge.tbl
SWIFTJ2226.8p3628,null
SWIFTJ2229.9p6646,null
SWIFTJ2229.7m0831,null
SWIFTJ2232.5p1141,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008200/r18980096/enhanced/SPITZER_S5_18980096_01_merge.tbl
SWIFTJ2234.8m2542,null
SWIFTJ2235.9m2602,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004000/r4856576/enhanced/SPITZER_S5_4856576_01_merge.tbl
SWIFTJ2235.9p3358,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004000/r10989568/enhanced/SPITZER_S5_10989568_01_merge.tbl
SWIFTJ2237.0p2543,null
SWIFTJ2236.7m1233,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26495488/enhanced/SPITZER_S5_26495488_01_merge.tbl
SWIFTJ2240.2p0801,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004100/r10871296/enhanced/SPITZER_S5_10871296_01_merge.tbl
SWIFTJ2242.4m3711,null
SWIFTJ2243.2m4539,null
SWIFTJ2246.0p3941,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004100/r11301632/enhanced/SPITZER_S5_11301632_01_merge.tbl
SWIFTJ2248.7m5109,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005000/r10496512/enhanced/SPITZER_S5_10496512_01_merge.tbl
SWIFTJ2248.8p1725,null
SWIFTJ2250.7m0854,null
SWIFTJ2251.9p2215,null
SWIFTJ2251.8m3210,null
SWIFTJ2253.9p1608,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010000/r24792320/enhanced/SPITZER_S5_24792320_01_merge.tbl
SWIFTJ2254.1m1734,null
SWIFTJ2254.2p1147A,null
SWIFTJ2254.2p1147B,null
SWIFTJ2256.5p0526,null
SWIFTJ2258.9p4054,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26492672/enhanced/SPITZER_S5_26492672_01_merge.tbl
SWIFTJ2259.7p2458,null
SWIFTJ2301.4m5916,null
SWIFTJ2302.1p1557,null
SWIFTJ2303.1m1837,null
SWIFTJ2303.3p0852,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002500/r3755008/enhanced/SPITZER_S5_3755008_01_merge.tbl
SWIFTJ2304.8m0843,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r4856832/enhanced/SPITZER_S5_4856832_01_merge.tbl
SWIFTJ2304.9p1220,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r22093312/enhanced/SPITZER_S5_22093312_01_merge.tbl
SWIFTJ2307.1p0433,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006000/r14202880/enhanced/SPITZER_S5_14202880_01_merge.tbl
SWIFTJ2307.9p2245,null
SWIFTJ2308.1p4014,null
SWIFTJ2318.4m4223,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003300/r3855616/enhanced/SPITZER_S5_3855616_01_merge.tbl
SWIFTJ2318.9p0013,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004100/r10870784/enhanced/SPITZER_S5_10870784_01_merge.tbl
SWIFTJ2320.8p6434,null
SWIFTJ2322.5m0646,null
SWIFTJ2325.5m3827,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26497280/enhanced/SPITZER_S5_26497280_01_merge.tbl
SWIFTJ2325.6p2157,null
SWIFTJ2327.4p1525,null
SWIFTJ2327.5p0938,null
SWIFTJ2328.9p0328,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26494208/enhanced/SPITZER_S5_26494208_01_merge.tbl
SWIFTJ2330.5p7124,null
SWIFTJ2333.9m2342,null
SWIFTJ2341.8p3033,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26494720/enhanced/SPITZER_S5_26494720_01_merge.tbl
SWIFTJ2343.9p0537,null
SWIFTJ2344.6m4246,null
SWIFTJ2346.8p5143,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006000/r4674560/enhanced/SPITZER_S5_4674560_01_merge.tbl
SWIFTJ2351.9m0109,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r14027264/enhanced/SPITZER_S5_14027264_01_merge.tbl
SWIFTJ2352.2p5845,null
SWIFTJ2352.6m1707,null
SWIFTJ2359.0m3038,null
SWIFTJ2359.3m6058,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010800/r26416128/enhanced/SPITZER_S5_26416128_01_merge.tbl
SWIFTJ2028.5p2543,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007500/r20349184/enhanced/SPITZER_S5_20349184_01_merge.tbl
SWIFTJ0209.5m1010,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007800/r20336384/enhanced/SPITZER_S5_20336384_03_merge.tbl
SWIFTJ1652.9p0223,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002800/r4985600/enhanced/SPITZER_S5_4985600_01_merge.tbl
